EID,TYPECODE,DJDATE,IFHOME,PROJECT_CNT,PROJECT_INHOME_CNT,PROJECT_OUTHOME_CNT,PROJECT_INHOME_RATE,PROJECT_OUTHOME_RATE,PROJECT_TYPECODE_CNT,PROJECT_FIRST_TYPECODE,PROJECT_END_TYPECODE,PROJECT_FIRST_TIME,PROJECT_END_TIME
316291,[5241022],['2015-04'],[1],1,1,0,1.0,0.0,1,5241022,5241022,2015-04,2015-04
168843,[4239872 4260837 4261880 4213914],['2014-06' '2014-06' '2014-06' '2014-05'],[1 1 1 1],4,4,0,1.0,0.0,4,4239872,4213914,2014-06,2014-05
45964,[3119555 4642417],['2013-11' '2014-10'],[0 0],2,0,2,0.0,1.0,2,3119555,4642417,2013-11,2014-10
160655,[4049785],['2014-03'],[1],1,1,0,1.0,0.0,1,4049785,4049785,2014-03,2014-03
455569,[5676693],['2015-08'],[1],1,1,0,1.0,0.0,1,5676693,5676693,2015-08,2015-08
455570,[5216619 4114624 4743035 4012502 5365477 4769474 4888627],['2015-04' '2014-04' '2014-11' '2014-02' '2015-06' '2014-11' '2014-12'],[1 0 0 1 1 1 0],7,4,3,0.5714285714285714,0.42857142857142855,7,5216619,4888627,2015-04,2014-12
455571,[4290976],['2014-06'],[0],1,0,1,0.0,1.0,1,4290976,4290976,2014-06,2014-06
373649,[4392631],['2014-07'],[0],1,0,1,0.0,1.0,1,4392631,4392631,2014-07,2014-07
258966,[4362208 4544273],['2014-07' '2014-09'],[0 1],2,1,1,0.5,0.5,2,4362208,4544273,2014-07,2014-09
119704,[4062321 4400238],['2014-03' '2014-07'],[1 1],2,2,0,1.0,0.0,2,4062321,4400238,2014-03,2014-07
488346,[4970207],['2015-01'],[1],1,1,0,1.0,0.0,1,4970207,4970207,2015-01,2015-01
54170,[4732400],['2014-11'],[0],1,0,1,0.0,1.0,1,4732400,4732400,2014-11,2014-11
275358,[4801554 5332601 4781786 4612076 5244267],['2014-12' '2015-05' '2014-11' '2014-10' '2015-04'],[0 0 0 0 0],5,0,5,0.0,1.0,5,4801554,5244267,2014-12,2015-04
398241,[3222408 5009212],['2013-12' '2015-02'],[1 1],2,2,0,1.0,0.0,2,3222408,5009212,2013-12,2015-02
308131,[4795567 5666793 5770899 5543013],['2014-12' '2015-08' '2015-08' '2015-07'],[0 0 0 0],4,0,4,0.0,1.0,4,4795567,5543013,2014-12,2015-07
45992,[4909867],['2015-01'],[1],1,1,0,1.0,0.0,1,4909867,4909867,2015-01,2015-01
431017,"[3161013 3103178 3203941 3096031 4181089 4387653 4002883 4794946 4544470
 5582291 4388675 4644585 4312654 4909073 5630204 4471527 4471518 5500102
 4726152 4254199 4758354 3973360 4648670 4245887 5550598 4002929 5597482]","['2013-11' '2013-11' '2013-12' '2013-11' '2014-05' '2014-07' '2014-01'
 '2014-12' '2014-09' '2015-07' '2014-07' '2014-10' '2014-07' '2015-01'
 '2015-07' '2014-08' '2014-08' '2015-07' '2014-11' '2014-06' '2014-11'
 '2014-01' '2014-10' '2014-06' '2015-07' '2014-01' '2015-07']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],27,27,0,1.0,0.0,27,3161013,5597482,2013-11,2015-07
422826,[5388417],['2015-06'],[1],1,1,0,1.0,0.0,1,5388417,5388417,2015-06,2015-06
37803,[5618702 4271434 4751358],['2015-07' '2014-06' '2014-11'],[1 1 0],3,2,1,0.6666666666666666,0.3333333333333333,3,5618702,4751358,2015-07,2014-11
37804,"[4289890 4306207 2979139 4251981 4398544 4267398 4297651 4389670 4315947
 4621996 4502587]","['2014-06' '2014-07' '2013-09' '2014-06' '2014-07' '2014-06' '2014-06'
 '2014-07' '2014-07' '2014-10' '2014-09']",[1 1 1 1 1 1 1 1 1 1 1],11,11,0,1.0,0.0,11,4289890,4502587,2014-06,2014-09
283566,[3057398 5542693 5453184],['2013-10' '2015-07' '2015-06'],[0 0 0],3,0,3,0.0,1.0,3,3057398,5453184,2013-10,2015-06
507379,[5260807 5319177],['2015-05' '2015-05'],[0 0],2,0,2,0.0,1.0,2,5260807,5319177,2015-05,2015-05
201649,[4838057],['2014-12'],[0],1,0,1,0.0,1.0,1,4838057,4838057,2014-12,2014-12
447411,"[4078049 3116938 3967777 3967772 4078048 4078018 4594036 4487061 5401699
 5312012 5481452 4435415 4001387 5370432]","['2014-04' '2013-11' '2014-01' '2014-01' '2014-04' '2014-04' '2014-09'
 '2014-08' '2015-06' '2015-05' '2015-06' '2014-08' '2014-01' '2015-06']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1],14,14,0,1.0,0.0,14,4078049,5370432,2014-04,2015-06
136117,[3054762],['2013-10'],[1],1,1,0,1.0,0.0,1,3054762,3054762,2013-10,2013-10
381878,[5622676],['2015-07'],[1],1,1,0,1.0,0.0,1,5622676,5622676,2015-07,2015-07
201656,[5008229 4827077],['2015-02' '2014-12'],[1 1],2,2,0,1.0,0.0,2,5008229,4827077,2015-02,2014-12
119739,[5604145],['2015-07'],[1],1,1,0,1.0,0.0,1,5604145,5604145,2015-07,2015-07
488382,[5320285],['2015-05'],[1],1,1,0,1.0,0.0,1,5320285,5320285,2015-05,2015-05
70592,[5107913 5018146],['2015-03' '2015-02'],[0 1],2,1,1,0.5,0.5,2,5107913,5018146,2015-03,2015-02
234433,[4221319 4663516 4269540],['2014-06' '2014-10' '2014-06'],[1 1 1],3,3,0,1.0,0.0,3,4221319,4269540,2014-06,2014-06
521156,[4418226],['2014-08'],[1],1,1,0,1.0,0.0,1,4418226,4418226,2014-08,2014-08
398276,[4945070],['2015-01'],[1],1,1,0,1.0,0.0,1,4945070,4945070,2015-01,2015-01
70601,[3197005],['2013-12'],[1],1,1,0,1.0,0.0,1,3197005,3197005,2013-12,2013-12
29642,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
422859,[5242787],['2015-04'],[1],1,1,0,1.0,0.0,1,5242787,5242787,2015-04,2015-04
201674,"[3234791 4147404 4156728 3051360 3165296 3165295 3221046 3221063 4910998
 4290550 4337495 3985889 4368680 5194715 4156728 3165295 3051360 3165296
 4147404 3221046 3221063 3234791 3985889 5194715 4368680 4290550 4910998
 4337495]","['2013-12' '2014-05' '2014-05' '2013-10' '2013-11' '2013-11' '2013-12'
 '2013-12' '2015-01' '2014-06' '2014-07' '2014-01' '2014-07' '2015-04'
 '2014-05' '2013-11' '2013-10' '2013-11' '2014-05' '2013-12' '2013-12'
 '2013-12' '2014-01' '2015-04' '2014-07' '2014-06' '2015-01' '2014-07']",[0 0 0 0 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 0],28,14,14,0.5,0.5,14,3234791,4337495,2013-12,2014-07
381901,[5440085 5120131],['2015-06' '2015-03'],[1 1],2,2,0,1.0,0.0,2,5440085,5120131,2015-06,2015-03
381897,[5083016 4439681 5180427 4465139],['2015-03' '2014-08' '2015-04' '2014-08'],[0 0 0 0],4,0,4,0.0,1.0,4,5083016,4465139,2015-03,2014-08
496591,[5531706],['2015-07'],[0],1,0,1,0.0,1.0,1,5531706,5531706,2015-07,2015-07
95184,[5460286 4463597 5778853 4069520],['2015-06' '2014-08' '2015-08' '2014-03'],[1 1 1 1],4,4,0,1.0,0.0,4,5460286,4069520,2015-06,2014-03
177104,[3226728 4675863],['2013-12' '2014-10'],[1 1],2,2,0,1.0,0.0,2,3226728,4675863,2013-12,2014-10
62418,[3035152 4048611],['2013-09' '2014-03'],[0 0],2,0,2,0.0,1.0,2,3035152,4048611,2013-09,2014-03
504787,[5175193 5111752 5144123 5252898],['2015-04' '2015-03' '2015-03' '2015-05'],[0 0 0 0],4,0,4,0.0,1.0,4,5175193,5252898,2015-04,2015-05
37843,[5214302],['2015-04'],[0],1,0,1,0.0,1.0,1,5214302,5214302,2015-04,2015-04
160725,[2984600 3998366],['2013-09' '2014-01'],[1 1],2,2,0,1.0,0.0,2,2984600,3998366,2013-09,2014-01
127959,[4287033 4666414 5656593],['2014-06' '2014-10' '2015-08'],[0 0 1],3,1,2,0.3333333333333333,0.6666666666666666,3,4287033,5656593,2014-06,2015-08
324570,[5263433 4944499 4944500 4972666],['2015-05' '2015-01' '2015-01' '2015-01'],[0 1 1 1],4,3,1,0.75,0.25,4,5263433,4972666,2015-05,2015-01
267227,[4030986],['2014-02'],[1],1,1,0,1.0,0.0,1,4030986,4030986,2014-02,2014-02
406494,[4347300 5410423],['2014-07' '2015-06'],[0 0],2,0,2,0.0,1.0,2,4347300,5410423,2014-07,2015-06
62431,[5684780],['2015-08'],[1],1,1,0,1.0,0.0,1,5684780,5684780,2015-08,2015-08
332768,[5179377],['2015-04'],[0],1,0,1,0.0,1.0,1,5179377,5179377,2015-04,2015-04
87009,"[4860430 5155859 4753309 4639436 4867842 5383184 5123525 5583225 4990635
 3975888 5177130 5300601 4783805 5051096 4463215 5556961 4551932 5607257
 4443931]","['2014-12' '2015-04' '2014-11' '2014-10' '2014-12' '2015-06' '2015-03'
 '2015-07' '2015-02' '2014-01' '2015-04' '2015-05' '2014-11' '2015-03'
 '2014-08' '2015-07' '2014-09' '2015-07' '2014-08']",[1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1],19,18,1,0.9473684210526315,0.05263157894736842,19,4860430,4443931,2014-12,2014-08
29665,"[3120891 3139469 3128480 3137665 3140339 3101268 4861478 4602976 5391978
 4060142 4729188 5365959 4125203 5365961 4248688 4089005 5554689]","['2013-11' '2013-11' '2013-11' '2013-11' '2013-11' '2013-11' '2014-12'
 '2014-10' '2015-06' '2014-03' '2014-11' '2015-06' '2014-04' '2015-06'
 '2014-06' '2014-04' '2015-07']",[1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1],17,12,5,0.7058823529411765,0.29411764705882354,17,3120891,5554689,2013-11,2015-07
29668,[4105039 4157773 4987503],['2014-04' '2014-05' '2015-02'],[1 1 1],3,3,0,1.0,0.0,3,4105039,4987503,2014-04,2015-02
242661,[5257040 5257089 4425207],['2015-05' '2015-05' '2014-08'],[0 0 1],3,1,2,0.3333333333333333,0.6666666666666666,3,5257040,4425207,2015-05,2014-08
201702,[4791240],['2014-12'],[1],1,1,0,1.0,0.0,1,4791240,4791240,2014-12,2014-12
463849,"[3059254 3203171 3144223 3203504 3102555 3059318 3129280 3970284 4001445
 4408147 4289545 5632324 5201411 4729505 4041420 4247796 4547266]","['2013-10' '2013-12' '2013-11' '2013-12' '2013-11' '2013-10' '2013-11'
 '2014-01' '2014-01' '2014-07' '2014-06' '2015-07' '2015-04' '2014-11'
 '2014-03' '2014-06' '2014-09']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],17,0,17,0.0,1.0,17,3059254,4547266,2013-10,2014-09
160749,"[5575085 4971113 3011642 3967281 5661816 3020420 3233766 5083163 5184284
 4275583 4623576 4834862 4543124 3994278 5429435 5740909]","['2015-07' '2015-01' '2013-09' '2014-01' '2015-08' '2013-09' '2013-12'
 '2015-03' '2015-04' '2014-06' '2014-10' '2014-12' '2014-09' '2014-01'
 '2015-06' '2015-08']",[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0],16,2,14,0.125,0.875,16,5575085,5740909,2015-07,2015-08
504813,[4627542],['2014-10'],[0],1,0,1,0.0,1.0,1,4627542,4627542,2014-10,2014-10
144365,[4875643],['2014-12'],[0],1,0,1,0.0,1.0,1,4875643,4875643,2014-12,2014-12
54258,"[3168544 3185684 3221319 3004304 3004305 3153788 3070826 3210680 2993166
 4933346 3985645 4571084 5043927 5774781 5043924 4786469 4590331 4237727
 5234812 5611483 4636988 4263254 4062208 4497973 4701634 4749393 4090500
 4760264 5454046]","['2013-12' '2013-12' '2013-12' '2013-09' '2013-09' '2013-11' '2013-10'
 '2013-12' '2013-09' '2015-01' '2014-01' '2014-09' '2015-03' '2015-08'
 '2015-03' '2014-11' '2014-09' '2014-06' '2015-04' '2015-07' '2014-10'
 '2014-06' '2014-03' '2014-08' '2014-11' '2014-11' '2014-04' '2014-11'
 '2015-06']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],29,29,0,1.0,0.0,29,3168544,5454046,2013-12,2015-06
54260,[5254319],['2015-05'],[1],1,1,0,1.0,0.0,1,5254319,5254319,2015-05,2015-05
62452,[4303314 4462451],['2014-07' '2014-08'],[0 0],2,0,2,0.0,1.0,2,4303314,4462451,2014-07,2014-08
521204,"[3048552 3228357 3048602 5007144 3126430 3121020 3129871 3164581 5457412
 5774913 3970760 4267821 4717248 4819647 4719550 4516404 5509597 4235248
 4452987 4008242 5279087 4364250 5349612 4709104 5674300 4202497 5008894
 4143123 4576773 5475000]","['2013-10' '2013-12' '2013-10' '2015-02' '2013-11' '2013-11' '2013-11'
 '2013-11' '2015-06' '2015-08' '2014-01' '2014-06' '2014-11' '2014-12'
 '2014-11' '2014-09' '2015-07' '2014-06' '2014-08' '2014-01' '2015-05'
 '2014-07' '2015-05' '2014-11' '2015-08' '2014-05' '2015-02' '2014-05'
 '2014-09' '2015-06']",[0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0],30,12,18,0.4,0.6,30,3048552,5475000,2013-10,2015-06
46071,"[4900117 5143479 5334913 4876078 4698010 4925164 5144031 4097721 4884933
 4396649 4914946 4961568 4896325 4323118 4895002 5112565 4449015 5764316
 4488277 4007472 4875877 4322392 4901182 5592960 5492908]","['2015-01' '2015-03' '2015-05' '2014-12' '2014-11' '2015-01' '2015-03'
 '2014-04' '2014-12' '2014-07' '2015-01' '2015-01' '2014-12' '2014-07'
 '2014-12' '2015-03' '2014-08' '2015-08' '2014-08' '2014-01' '2014-12'
 '2014-07' '2015-01' '2015-07' '2015-07']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0],25,5,20,0.2,0.8,25,4900117,5492908,2015-01,2015-07
513015,[4451381 4433793],['2014-08' '2014-08'],[1 1],2,2,0,1.0,0.0,2,4451381,4433793,2014-08,2014-08
513017,[5492855],['2015-07'],[1],1,1,0,1.0,0.0,1,5492855,5492855,2015-07,2015-07
242681,[4553754],['2014-09'],[1],1,1,0,1.0,0.0,1,4553754,4553754,2014-09,2014-09
365563,[4443075 4932206],['2014-08' '2015-01'],[0 0],2,0,2,0.0,1.0,2,4443075,4932206,2014-08,2015-01
87033,[4929398 3077708],['2015-01' '2013-10'],[1 1],2,2,0,1.0,0.0,2,4929398,3077708,2015-01,2013-10
136188,[4233694],['2014-06'],[1],1,1,0,1.0,0.0,1,4233694,4233694,2014-06,2014-06
496638,[3233895 3222408],['2013-12' '2013-12'],[1 1],2,2,0,1.0,0.0,2,3233895,3222408,2013-12,2013-12
136186,[4111844 5008353],['2014-04' '2015-02'],[1 1],2,2,0,1.0,0.0,2,4111844,5008353,2014-04,2015-02
177152,[5636288],['2015-07'],[1],1,1,0,1.0,0.0,1,5636288,5636288,2015-07,2015-07
349184,[3104957 3197387 3078574 3048918 3011259],['2013-11' '2013-12' '2013-10' '2013-10' '2013-09'],[1 1 1 1 1],5,5,0,1.0,0.0,5,3104957,3011259,2013-11,2013-09
226299,[4711707],['2014-11'],[0],1,0,1,0.0,1.0,1,4711707,4711707,2014-11,2014-11
29700,[3190619 3190675],['2013-12' '2013-12'],[1 1],2,2,0,1.0,0.0,2,3190619,3190675,2013-12,2013-12
521225,[3234773 4369660 4671162],['2013-12' '2014-07' '2014-10'],[1 1 1],3,3,0,1.0,0.0,3,3234773,4671162,2013-12,2014-10
111625,"[5425157 4770174 5461178 5661904 5500025 4800316 5377799 3176845 4014641
 5622564 4014640 4138574 4386024 5212222 5240062 4751223 5239332 4811875
 5422309 4045480 4975291 4045483 5428234 4873821 5229675 4226775 5240061
 5434973 5383752 5316520 5383879 4146521]","['2015-06' '2014-11' '2015-06' '2015-08' '2015-07' '2014-12' '2015-06'
 '2013-12' '2014-02' '2015-07' '2014-02' '2014-05' '2014-07' '2015-04'
 '2015-04' '2014-11' '2015-04' '2014-12' '2015-06' '2014-03' '2015-01'
 '2014-03' '2015-06' '2014-12' '2015-04' '2014-06' '2015-04' '2015-06'
 '2015-06' '2015-05' '2015-06' '2014-05']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1],32,31,1,0.96875,0.03125,32,5425157,4146521,2015-06,2014-05
521228,[4783804],['2014-11'],[1],1,1,0,1.0,0.0,1,4783804,4783804,2014-11,2014-11
193549,"[3084001 4452835 5317297 5670310 4371024 4452830 5413471 5606416 4724493
 4194403]","['2013-10' '2014-08' '2015-05' '2015-08' '2014-07' '2014-08' '2015-06'
 '2015-07' '2014-11' '2014-05']",[1 1 1 1 1 1 1 1 1 1],10,10,0,1.0,0.0,10,3084001,4194403,2013-10,2014-05
242702,[4869903 4875163 4396649],['2014-12' '2014-12' '2014-07'],[1 1 1],3,3,0,1.0,0.0,3,4869903,4396649,2014-12,2014-07
381966,[5704219 5242045 5493787 4153292],['2015-08' '2015-04' '2015-07' '2014-05'],[0 1 1 0],4,2,2,0.5,0.5,4,5704219,4153292,2015-08,2014-05
381968,[4367324],['2014-07'],[0],1,0,1,0.0,1.0,1,4367324,4367324,2014-07,2014-07
46097,[2993594 5032061 4136091],['2013-09' '2015-02' '2014-04'],[0 1 1],3,2,1,0.6666666666666666,0.3333333333333333,3,2993594,4136091,2013-09,2014-04
349202,[4030986],['2014-02'],[1],1,1,0,1.0,0.0,1,4030986,4030986,2014-02,2014-02
439311,[5200761 3067314 4921340 4708069 4141635 4702791 4233623 5012640 5201343],"['2015-04' '2013-10' '2015-01' '2014-11' '2014-05' '2014-11' '2014-06'
 '2015-02' '2015-04']",[0 1 0 0 0 0 1 1 0],9,3,6,0.3333333333333333,0.6666666666666666,9,5200761,5201343,2015-04,2015-04
234518,[5008379 4967966 5666520 4033180 4713453 4503515],['2015-02' '2015-01' '2015-08' '2014-02' '2014-11' '2014-09'],[0 0 0 0 0 0],6,0,6,0.0,1.0,6,5008379,4503515,2015-02,2014-09
455706,[4927765],['2015-01'],[1],1,1,0,1.0,0.0,1,4927765,4927765,2015-01,2015-01
70683,[4076353],['2014-03'],[0],1,0,1,0.0,1.0,1,4076353,4076353,2014-03,2014-03
250908,[4917365],['2015-01'],[1],1,1,0,1.0,0.0,1,4917365,4917365,2015-01,2015-01
201758,[4041661 4194403],['2014-03' '2014-05'],[1 1],2,2,0,1.0,0.0,2,4041661,4194403,2014-03,2014-05
29731,[2978473],['2013-09'],[0],1,0,1,0.0,1.0,1,2978473,2978473,2013-09,2013-09
62508,[3084361 5339277],['2013-10' '2015-05'],[1 1],2,2,0,1.0,0.0,2,3084361,5339277,2013-10,2015-05
136236,[4383453],['2014-07'],[0],1,0,1,0.0,1.0,1,4383453,4383453,2014-07,2014-07
267310,[4886936 4491195],['2014-12' '2014-08'],[1 1],2,2,0,1.0,0.0,2,4886936,4491195,2014-12,2014-08
365613,[3101111 4650941 4024685 4928593 4125848 4978687 4898545],['2013-11' '2014-10' '2014-02' '2015-01' '2014-04' '2015-02' '2015-01'],[1 1 1 1 1 1 1],7,7,0,1.0,0.0,7,3101111,4898545,2013-11,2015-01
250928,[3121362 3101606 3102173 2979232 3109081 3122209],['2013-11' '2013-11' '2013-11' '2013-09' '2013-11' '2013-11'],[1 1 1 1 1 1],6,6,0,1.0,0.0,6,3121362,3122209,2013-11,2013-11
242737,[3111038],['2013-11'],[0],1,0,1,0.0,1.0,1,3111038,3111038,2013-11,2013-11
398386,[4669284],['2014-10'],[0],1,0,1,0.0,1.0,1,4669284,4669284,2014-10,2014-10
169015,[4853746 5286620 4463697 4737224 5169401],['2014-12' '2015-05' '2014-08' '2014-11' '2015-04'],[1 1 1 1 1],5,5,0,1.0,0.0,5,4853746,5169401,2014-12,2015-04
136248,[5449233 5590286],['2015-06' '2015-07'],[0 0],2,0,2,0.0,1.0,2,5449233,5590286,2015-06,2015-07
504889,[4836651],['2014-12'],[1],1,1,0,1.0,0.0,1,4836651,4836651,2014-12,2014-12
144439,"[3022711 3157548 4852650 5566799 4019214 5008791 4055855 4549042 5624390
 4654216 4098520]","['2013-09' '2013-11' '2014-12' '2015-07' '2014-02' '2015-02' '2014-03'
 '2014-09' '2015-07' '2014-10' '2014-04']",[1 1 1 1 1 1 1 1 1 1 1],11,11,0,1.0,0.0,11,3022711,4098520,2013-09,2014-04
119869,"[3061002 5455529 3242129 3070954 5497410 5131091 5100014 4271709 4177635
 5112986 5431333 4871485 5338079 4468626]","['2013-10' '2015-06' '2013-12' '2013-10' '2015-07' '2015-03' '2015-03'
 '2014-06' '2014-05' '2015-03' '2015-06' '2014-12' '2015-05' '2014-08']",[0 0 0 1 0 1 1 1 1 1 0 1 1 0],14,8,6,0.5714285714285714,0.42857142857142855,14,3061002,4468626,2013-10,2014-08
300093,[5416672],['2015-06'],[0],1,0,1,0.0,1.0,1,5416672,5416672,2015-06,2015-06
521279,[4862042],['2014-12'],[0],1,0,1,0.0,1.0,1,4862042,4862042,2014-12,2014-12
439361,[5030077],['2015-02'],[1],1,1,0,1.0,0.0,1,5030077,5030077,2015-02,2015-02
513090,[3027324 5490421 5160290 4059752],['2013-09' '2015-06' '2015-04' '2014-03'],[1 0 0 0],4,1,3,0.25,0.75,4,3027324,4059752,2013-09,2014-03
136259,[5675643 5675531],['2015-08' '2015-08'],[0 0],2,0,2,0.0,1.0,2,5675643,5675531,2015-08,2015-08
504900,[5682072],['2015-08'],[0],1,0,1,0.0,1.0,1,5682072,5682072,2015-08,2015-08
521285,[4921615],['2015-01'],[0],1,0,1,0.0,1.0,1,4921615,4921615,2015-01,2015-01
365636,[4730424],['2014-11'],[0],1,0,1,0.0,1.0,1,4730424,4730424,2014-11,2014-11
201801,[4813674],['2014-12'],[1],1,1,0,1.0,0.0,1,4813674,4813674,2014-12,2014-12
226378,"[5466103 3968026 4466828 5179740 5677086 4406956 5246161 4406947 5155538
 4227742 5332861 5562318]","['2015-06' '2014-01' '2014-08' '2015-04' '2015-08' '2014-07' '2015-04'
 '2014-07' '2015-04' '2014-06' '2015-05' '2015-07']",[1 1 1 1 1 1 1 1 1 1 1 1],12,12,0,1.0,0.0,12,5466103,5562318,2015-06,2015-07
37963,[4529082],['2014-09'],[1],1,1,0,1.0,0.0,1,4529082,4529082,2014-09,2014-09
234574,[4029723],['2014-02'],[0],1,0,1,0.0,1.0,1,4029723,4029723,2014-02,2014-02
373839,[3162991],['2013-11'],[1],1,1,0,1.0,0.0,1,3162991,3162991,2013-11,2013-11
406607,"[3214497 2992258 4590615 5408543 4615598 4261445 4699413 3999753 4355203
 4706980 5689301 5320622 4548992 5498810 5037722 4823345 5762986 4677042
 4185223]","['2013-12' '2013-09' '2014-09' '2015-06' '2014-10' '2014-06' '2014-11'
 '2014-01' '2014-07' '2014-11' '2015-08' '2015-05' '2014-09' '2015-07'
 '2015-03' '2014-12' '2015-08' '2014-10' '2014-05']",[1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1],19,18,1,0.9473684210526315,0.05263157894736842,19,3214497,4185223,2013-12,2014-05
37971,[5221176],['2015-04'],[1],1,1,0,1.0,0.0,1,5221176,5221176,2015-04,2015-04
414803,[2996391 4726026 4480193],['2013-09' '2014-11' '2014-08'],[1 1 1],3,3,0,1.0,0.0,3,2996391,4480193,2013-09,2014-08
119891,[3040727 5611483],['2013-10' '2015-07'],[1 1],2,2,0,1.0,0.0,2,3040727,5611483,2013-10,2015-07
165485,[4488671 4518572],['2014-08' '2014-09'],[0 0],2,0,2,0.0,1.0,2,4488671,4518572,2014-08,2014-09
316503,[5455294],['2015-06'],[1],1,1,0,1.0,0.0,1,5455294,5455294,2015-06,2015-06
242776,[5475628 5288278 4221450 5019503 4345096 4776244 4198793 5564786],"['2015-06' '2015-05' '2014-06' '2015-02' '2014-07' '2014-11' '2014-05'
 '2015-07']",[0 1 0 1 1 1 1 1],8,6,2,0.75,0.25,8,5475628,5564786,2015-06,2015-07
316505,[2976543 4644826 4549432 4434325],['2013-09' '2014-10' '2014-09' '2014-08'],[1 1 1 1],4,4,0,1.0,0.0,4,2976543,4434325,2013-09,2014-08
54363,[5652558],['2015-08'],[0],1,0,1,0.0,1.0,1,5652558,5652558,2015-08,2015-08
332892,[5034438],['2015-03'],[0],1,0,1,0.0,1.0,1,5034438,5034438,2015-03,2015-03
267356,[5269354],['2015-05'],[1],1,1,0,1.0,0.0,1,5269354,5269354,2015-05,2015-05
513124,[5235575],['2015-04'],[1],1,1,0,1.0,0.0,1,5235575,5235575,2015-04,2015-04
218212,"[4151159 3120324 3051804 5225306 4363652 5593720 4704873 4768620 4288622
 5263269 4399840 5640783 5338736 5690733 5003753 5642095 4322320 4240576
 4396817 4163970 4423429 4326697 4612402 5549714 5393826 4300769 5007851]","['2014-05' '2013-11' '2013-10' '2015-04' '2014-07' '2015-07' '2014-11'
 '2014-11' '2014-06' '2015-05' '2014-07' '2015-07' '2015-05' '2015-08'
 '2015-02' '2015-07' '2014-07' '2014-06' '2014-07' '2014-05' '2014-08'
 '2014-07' '2014-10' '2015-07' '2015-06' '2014-07' '2015-02']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],27,27,0,1.0,0.0,27,4151159,5007851,2014-05,2015-02
210023,[4178429 4513422],['2014-05' '2014-09'],[1 1],2,2,0,1.0,0.0,2,4178429,4513422,2014-05,2014-09
242794,"[3152620 3151677 3049454 3178169 3111993 4990627 5376921 4515345 4114056
 5473428 4563387 5506182 5337165 4605900 5427198 4750560 5535137 4339427
 4332242 4447674 4212470 4803955 4399782 4708932 4790097 3984295 4938985
 4680885 4515316 4523681 5494318 5125500 4223616 5186528]","['2013-11' '2013-11' '2013-10' '2013-12' '2013-11' '2015-02' '2015-06'
 '2014-09' '2014-04' '2015-06' '2014-09' '2015-07' '2015-05' '2014-10'
 '2015-06' '2014-11' '2015-07' '2014-07' '2014-07' '2014-08' '2014-05'
 '2014-12' '2014-07' '2014-11' '2014-12' '2014-01' '2015-01' '2014-10'
 '2014-09' '2014-09' '2015-07' '2015-03' '2014-06' '2015-04']",[1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1],34,25,9,0.7352941176470589,0.2647058823529412,34,3152620,5186528,2013-11,2015-04
144493,[5783829 5721608 4741248 4236948],['2015-08' '2015-08' '2014-11' '2014-06'],[0 0 0 0],4,0,4,0.0,1.0,4,5783829,4236948,2015-08,2014-06
29810,[5395138],['2015-06'],[1],1,1,0,1.0,0.0,1,5395138,5395138,2015-06,2015-06
185459,[4392747],['2014-07'],[1],1,1,0,1.0,0.0,1,4392747,4392747,2014-07,2014-07
13428,[4030986],['2014-02'],[1],1,1,0,1.0,0.0,1,4030986,4030986,2014-02,2014-02
382071,[4537801],['2014-09'],[1],1,1,0,1.0,0.0,1,4537801,4537801,2014-09,2014-09
87162,[4028926 4028911],['2014-02' '2014-02'],[0 0],2,0,2,0.0,1.0,2,4028926,4028911,2014-02,2014-02
406651,[3229842 4869903 4895002],['2013-12' '2014-12' '2014-12'],[1 1 1],3,3,0,1.0,0.0,3,3229842,4895002,2013-12,2014-12
390267,[3214636 5515546 5788221 4111575 5763846 4690007 3975278 4236832],"['2013-12' '2015-07' '2015-08' '2014-04' '2015-08' '2014-11' '2014-01'
 '2014-06']",[0 0 0 0 0 0 0 0],8,0,8,0.0,1.0,8,3214636,4236832,2013-12,2014-06
