EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
378817.0,"[ 92553401  97772855  99027364  99027234  92704884  92704854  99027238
  99027241  97772871  97776331 108976348  97931869 101732416  99912413
 100175357 100175359 101229951 101229953 101229955 101355096 101355094
 101355105 110592442 108911256 110592430 110592451 104413692 104909135
 108893722 105966456 106924651]","['2014-11-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-04-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-08-01' '2015-08-01'
 '2015-08-01']","[16200 18600 19200 25400 26900 24200 24400 16100 27900 24400 32700 32700
 16900 16900  8200 14400  6900 12200  9200 13000  9800 11700 27000 27000
 19100 23900 22200  9600 13100 13100  9900]",31,18477.41935483871,572800,2014-11,2015-08
116712.0,[83483974 85063004 93759649 85069212 91876004 87813232],"['2014-07-01' '2014-07-01' '2014-07-01' '2014-08-01' '2014-09-01'
 '2014-09-01']",[ 37500 150000  37500 112500  84000  84000],6,84250.0,505500,2014-07,2014-09
51181.0,[100468336],['2015-04-01'],[7300],1,7300.0,7300,2015-04,2015-04
280558.0,[61149917],['2013-03-01'],[3800],1,3800.0,3800,2013-03,2013-03
313326.0,[ 75010187  75010193 103063938 102154006],['2013-12-01' '2013-12-01' '2015-06-01' '2015-06-01'],[582000 414900 108400 108400],4,303425.0,1213700,2013-12,2015-06
346095.0,[97806730 76432391 85043688],['2014-03-01' '2014-03-01' '2014-03-01'],[1444300 1444300 1444300],3,1444300.0,4332900,2014-03,2014-03
509942.0,[105314596 104981550],['2015-07-01' '2015-07-01'],[53200 53200],2,53200.0,106400,2015-07,2015-07
509943.0,"[ 60318259  67906021  67686834  67784448  67784452  67784440  73325730
  74998155  76450309  76449430  76448847  72376263   9798179 108723348
  82502993  87020007  87812453  91739270  91742546  94955724  91924602
  98707858  96494537  98867534  98684776  98619311 100211435  99680321
 104525997 105166799 104914464 105268457 105608827]","['2013-01-01' '2013-07-01' '2013-07-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2013-09-01' '2013-12-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-04-01' '2014-04-01' '2014-07-01'
 '2014-07-01' '2014-09-01' '2014-09-01' '2014-09-01' '2014-10-01'
 '2014-11-01' '2014-11-01' '2015-01-01' '2015-02-01' '2015-03-01'
 '2015-03-01' '2015-04-01' '2015-04-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-08-01']","[   31200   196000    35300   316200   259000   262400   283400  6014900
   976300  2040000    85000   700000   545100   545100   836500   960000
   102100    62100   102100  6820500   256300   684600     2000  7504100
  6946700  9177300    21800  1092000  9825900  2400000  9825900  9825900
 99990000]",33,5415930.303030303,178725700,2013-01,2015-08
346112.0,[ 41874803  61446215  76441454  91691592  86798721 108995362],"['2012-09-01' '2013-04-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2015-06-01']",[ 345000  214600 3630800 3630800 3630800  352500],6,1967416.6666666667,11804500,2012-09,2015-06
116737.0,[61085421],['2013-01-01'],[144000],1,144000.0,144000,2013-01,2013-01
346113.0,[61803492],['2013-05-01'],[15900],1,15900.0,15900,2013-05,2013-05
247824.0,[67901529],['2013-07-01'],[150000],1,150000.0,150000,2013-07,2013-07
280601.0,[110604349 100871089],['2015-05-01' '2015-05-01'],[390500 390500],2,390500.0,781000,2015-05,2015-05
51228.0,[107058476],['2015-08-01'],[0],1,0.0,0,2015-08,2015-08
313380.0,[ 93542860 108958367 108679476],['2014-12-01' '2015-06-01' '2015-08-01'],[155100  70300  70300],3,98566.66666666667,295700,2014-12,2015-08
149563.0,[87372240 91721853],['2014-07-01' '2014-07-01'],[13700 13700],2,13700.0,27400,2014-07,2014-07
51261.0,[101880656],['2015-05-01'],[260000],1,260000.0,260000,2015-05,2015-05
149566.0,[93760290],['2014-10-01'],[20000],1,20000.0,20000,2014-10,2014-10
247875.0,[73326138 91911535 85068635],['2013-07-01' '2014-08-01' '2014-08-01'],[30300 20700 20700],3,23900.0,71700,2013-07,2014-08
444492.0,[44273659 66082672 60575158 60576878 66083685],['2012-10-01' '2013-01-01' '2013-02-01' '2013-02-01' '2013-04-01'],[ 1800000    50000  5232400 10196800   289700],5,3513780.0,17568900,2012-10,2013-04
116824.0,[79932700],['2013-12-01'],[49300],1,49300.0,49300,2013-12,2013-12
444521.0,[76446165],['2014-02-01'],[52900],1,52900.0,52900,2014-02,2014-02
411754.0,[97769965],['2014-10-01'],[0],1,0.0,0,2014-10,2014-10
247916.0,[98095613],['2015-02-01'],[21600],1,21600.0,21600,2015-02,2015-02
411771.0,[96004603],['2015-01-01'],[3164200],1,3164200.0,3164200,2015-01,2015-01
215164.0,[73354046 73354048],['2013-10-01' '2013-10-01'],[16300 67400],2,41850.0,83700,2013-10,2013-10
379004.0,[81320613 76433384 92772980],['2014-03-01' '2014-03-01' '2014-11-01'],[487700 487700 247800],3,407733.3333333333,1223200,2014-03,2014-11
411778.0,[92416196],['2014-11-01'],[5500],1,5500.0,5500,2014-11,2014-11
84106.0,[60779077 61051479 76445105 81300625],['2013-02-01' '2013-03-01' '2014-03-01' '2014-03-01'],[74900 17700 52100 52100],4,49200.0,196800,2013-02,2014-03
51342.0,[43397316],['2012-10-01'],[11400],1,11400.0,11400,2012-10,2012-10
477329.0,[86294005 91676814],['2014-07-01' '2014-07-01'],[351900 351900],2,351900.0,703800,2014-07,2014-07
51349.0,[91788272 91788312 91788277 91788263 91788285 91788291 91788306 91788298],"['2014-09-01' '2014-09-01' '2014-09-01' '2014-09-01' '2014-09-01'
 '2014-09-01' '2014-09-01' '2014-09-01']",[28800 16600 18800 12700 13400 28300 21000 29500],8,21137.5,169100,2014-09,2014-09
444570.0,[43125825 91731040 87442115],['2012-10-01' '2014-05-01' '2014-05-01'],[  6400 127700 127700],3,87266.66666666667,261800,2012-10,2014-05
182433.0,[111384283 108839598 106711447],['2015-08-01' '2015-08-01' '2015-08-01'],[811800 811800 811800],3,811800.0,2435400,2015-08,2015-08
346278.0,[73375614],['2013-07-01'],[241200],1,241200.0,241200,2013-07,2013-07
411815.0,[62282735],['2012-12-01'],[38600],1,38600.0,38600,2012-12,2012-12
477352.0,[91690738],['2014-07-01'],[10400],1,10400.0,10400,2014-07,2014-07
116925.0,"[61659761 61661390 61660896 61661143 67786396 67786390 67786401 67786397
 67786580 67786393 73340433 73340442 73340444 73340439 73340437 75010567
 79945094 76455720]","['2013-04-01' '2013-04-01' '2013-04-01' '2013-04-01' '2013-08-01'
 '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-10-01' '2013-10-01' '2013-10-01' '2013-10-01' '2013-10-01'
 '2013-12-01' '2013-12-01' '2014-01-01']","[ 2000  2000  2000  2000 13700 27400 13300 12300  4000 26000  7400 22700
  8600 26900 29300  3100  3100 15400]",18,12288.888888888889,221200,2013-04,2014-01
116926.0,[61975026],['2013-06-01'],[32100],1,32100.0,32100,2013-06,2013-06
411856.0,[97933908],['2014-12-01'],[5024600],1,5024600.0,5024600,2014-12,2014-12
444639.0,[42269650 60033640],['2012-09-01' '2012-12-01'],[ 13800 157700],2,85750.0,171500,2012-09,2012-12
84193.0,[66081314],['2012-10-01'],[54300],1,54300.0,54300,2012-10,2012-10
444642.0,[43146453],['2012-10-01'],[59100],1,59100.0,59100,2012-10,2012-10
346337.0,"[110585288 105739675 105739668 110585946 105739672 106297330 112197300
 105739677]","['2015-07-01' '2015-08-01' '2015-08-01' '2015-08-01' '2015-08-01'
 '2015-08-01' '2015-08-01' '2015-08-01']",[38000 60000  7500 40000 16800 40000  7500 51300],8,32637.5,261100,2015-07,2015-08
411887.0,[61027335 61027439],['2013-01-01' '2013-01-01'],[10900  5500],2,8200.0,16400,2013-01,2013-01
182514.0,"[ 19533530  22845335  76438046  81331463  83518769  83564138 108913022
 108913019 108913008  98908266 108913013  98908263  98908255  98908259
 100499114 102622708 104869675 105314414]","['2012-12-01' '2012-12-01' '2014-01-01' '2014-05-01' '2014-06-01'
 '2014-06-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-03-01' '2015-03-01' '2015-03-01' '2015-04-01'
 '2015-06-01' '2015-07-01' '2015-07-01']","[15489700        0        0  4500000    21400        0     7300     5600
     6000     7300     8800     5600     6000     8800    97200 15489700
     5200     5200]",18,1981322.2222222222,35663800,2012-12,2015-07
346356.0,[85066469 91757998],['2014-08-01' '2014-08-01'],[4600 4600],2,4600.0,9200,2014-08,2014-08
346358.0,[60700754 60894235 75009161 85057387 93699369],['2013-01-01' '2013-03-01' '2014-01-01' '2014-05-01' '2014-12-01'],[  3000   4500 157600      0  10300],5,35080.0,175400,2013-01,2014-12
149761.0,[60174728],['2013-01-01'],[1925100],1,1925100.0,1925100,2013-01,2013-01
313604.0,[80068848 75060483],['2014-02-01' '2014-02-01'],[0 0],2,0.0,0,2014-02,2014-02
313606.0,[60475610],['2013-01-01'],[2200],1,2200.0,2200,2013-01,2013-01
51470.0,[108959048 106072852],['2015-08-01' '2015-08-01'],[75000 75000],2,75000.0,150000,2015-08,2015-08
248081.0,[109179015],['2015-06-01'],[2690800],1,2690800.0,2690800,2015-06,2015-06
280862.0,[75013539 85059613],['2013-11-01' '2014-07-01'],[32300 31500],2,31900.0,63800,2013-11,2014-07
280872.0,[60282429 99912479],['2013-01-01' '2015-04-01'],[ 900 2100],2,1500.0,3000,2013-01,2015-04
379179.0,[99868384],['2015-03-01'],[100000],1,100000.0,100000,2015-03,2015-03
313644.0,[94338173 98464406],['2014-12-01' '2015-03-01'],[ 2050600 14690000],2,8370300.0,16740600,2014-12,2015-03
215342.0,[75016642],['2013-12-01'],[18200],1,18200.0,18200,2013-12,2013-12
411953.0,[66087769],['2013-06-01'],[14300],1,14300.0,14300,2013-06,2013-06
313650.0,[97994866 96521720],['2015-01-01' '2015-01-01'],[0 0],2,0.0,0,2015-01,2015-01
18743.0,[76459431 83573076 76459420],['2014-03-01' '2014-03-01' '2014-03-01'],[ 1600 13500 13500],3,9533.333333333334,28600,2014-03,2014-03
117052.0,[62376025 62376429],['2013-05-01' '2013-05-01'],[15116800 33522000],2,24319400.0,48638800,2013-05,2013-05
477503.0,[ 97770321  97525361 109050887],['2014-12-01' '2015-03-01' '2015-03-01'],[0 0 0],3,0.0,0,2014-12,2015-03
51524.0,[67669985],['2013-08-01'],[0],1,0.0,0,2013-08,2013-08
84306.0,[108956628 102504092],['2015-06-01' '2015-06-01'],[22300 22300],2,22300.0,44600,2015-06,2015-06
510294.0,[105315821],['2015-07-01'],[0],1,0.0,0,2015-07,2015-07
18781.0,[111974270 112200193 106054353],['2015-08-01' '2015-08-01' '2015-08-01'],[121000 121000 121000],3,121000.0,363000,2015-08,2015-08
411998.0,[76444092 83557019],['2014-02-01' '2014-02-01'],[50000 50000],2,50000.0,100000,2014-02,2014-02
444786.0,[93536119],['2014-12-01'],[102000],1,102000.0,102000,2014-12,2014-12
51576.0,[60467458],['2012-12-01'],[146000],1,146000.0,146000,2012-12,2012-12
412048.0,[108909013 108909006],['2015-07-01' '2015-07-01'],[2308700 3371700],2,2840200.0,5680400,2015-07,2015-07
412052.0,[101304570],['2015-05-01'],[291700],1,291700.0,291700,2015-05,2015-05
313752.0,[73328154],['2013-07-01'],[9069600],1,9069600.0,9069600,2013-07,2013-07
477592.0,[99057110],['2015-02-01'],[27000],1,27000.0,27000,2015-02,2015-02
84383.0,[81329939 81329943],['2014-04-01' '2014-04-01'],[31300 37500],2,34400.0,68800,2014-04,2014-04
346536.0,[ 96520240 108768002 101820810],['2015-01-01' '2015-05-01' '2015-05-01'],[35000 25700 25700],3,28800.0,86400,2015-01,2015-05
313780.0,[100871860],['2015-05-01'],[1408700],1,1408700.0,1408700,2015-05,2015-05
149943.0,[108753751 102425461],['2015-06-01' '2015-06-01'],[0 0],2,0.0,0,2015-06,2015-06
510402.0,[91896270 97790710 87811190],['2014-09-01' '2014-09-01' '2014-09-01'],[25500 25500 25500],3,25500.0,76500,2014-09,2014-09
313804.0,[ 97786512 108924706 101091307 112487049],['2014-11-01' '2015-01-01' '2015-05-01' '2015-05-01'],[      0 2591100 2629900 2629900],4,1962725.0,7850900,2014-11,2015-05
412109.0,[78174485 83264344 97820566 91720604 87371797 86119883],"['2014-01-01' '2014-07-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01']",[624400 748800 190000 190000 190000 200000],6,357200.0,2143200,2014-01,2014-08
182734.0,[61395978],['2013-04-01'],[0],1,0.0,0,2013-04,2013-04
346586.0,"[ 67778764  91792198  80144370  99262384  99042374 107513074 105314374
 104868056]","['2013-09-01' '2014-05-01' '2014-05-01' '2014-12-01' '2014-12-01'
 '2015-07-01' '2015-07-01' '2015-07-01']",[127500  82500  82500 952800  45900  31100  31100  31100],8,173062.5,1384500,2013-09,2015-07
18909.0,[85054629 75001209 80326115],['2013-09-01' '2014-01-01' '2014-01-01'],[21900  6000  6000],3,11300.0,33900,2013-09,2014-01
444898.0,[ 75014172  83572734 101355597],['2013-12-01' '2013-12-01' '2015-05-01'],[119700 119700  50000],3,96466.66666666667,289400,2013-12,2015-05
51684.0,[79514205 75016206 82512597],['2014-01-01' '2014-01-01' '2014-06-01'],[168612200 168612200   2400000],3,113208133.33333333,339624400,2014-01,2014-06
444902.0,[100870348 101171928 100870346],['2015-05-01' '2015-05-01' '2015-05-01'],[ 379100    4100 1516400],3,633200.0,1899600,2015-05,2015-05
215538.0,[67689753],['2013-08-01'],[13800],1,13800.0,13800,2013-08,2013-08
18937.0,[91757753 85061321 85061317 91757745 91757733 85061315 85061319 91786056],"['2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-08-01' '2014-08-01']",[21200 21200 25400 21400 23700 23700 21400 25400],8,22925.0,183400,2014-08,2014-08
444926.0,"[ 62129504  62198793  75013594  75014840  83505636  97820375  92412496
  92412512  92412504  92412493  92412506  88353811  91753288  97820293
  97820335  97820194  97820242  92412510  97820318  97784958  97820259
  92776242  97820221  97820248  97820285  92412500  91820250  97820326
  92412529  97820261  97820238  92412545  92412470  92412454  92412456
  92412445  97820301  92776250 112185719  92412468  97820332  91753298
  97820197  97820230  97820223  97820315  97820250  93700783  93700960
  93700943  93701007  93700756  93700954  93700991 100250618  93700796
  93701016  93762643  97771933  93700958  93700793  93700789  93700998
  97771941  93700841  93701012  93700993  93701005  93700849  93762660
  93700946  93701022 101542538  93700981  93700696  93762655  93700985
  93700983  93700781  93700779  96525296  96488593  96525273  96507480
  97998646 101543229  99636142 104470661 107684453 107587690 105321045
 104470659 107684322 106712580 108845690 111966392]","['2013-05-01' '2013-05-01' '2013-11-01' '2014-01-01' '2014-06-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01'
 '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01' '2015-01-01'
 '2015-04-01' '2015-04-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-08-01' '2015-08-01'
 '2015-08-01']","[  27600  320000  220000   17800 2142700   18900    7500    9600    7500
   36000   26000    3500   42000   11200   17500   42000    8000    6000
    5300   24100    6800    3400   24500    7500    7200    8000   24100
    2300    2200   16000    5400    6800   56000    3400   56000    3500
    4200   12000  225800   26600    4600    3400    9000   52500    5400
    2300    9000    5300   18900   26000    8000    8000    3400   24000
    5400   12000    3700   42000   17500   42000    2200    4600   14000
   24500   56000   52500   36000    7200   56000    3500    6000    9000
   42000   16000   24100   42000   12600   31500    3500    6800   87800
   47400   94200 1308300  358000   92900   92900   27600    4600   27600
    4600   30000   30000   31800   31800   31800]",96,68214.58333333333,6548600,2013-05,2015-08
412158.0,[102428693 103020631],['2015-06-01' '2015-06-01'],[49500 49500],2,49500.0,99000,2015-06,2015-06
346624.0,[ 61102626  61800312  73338715  76438052  75012085  76455982 100178581],"['2012-12-01' '2013-05-01' '2013-07-01' '2014-01-01' '2014-01-01'
 '2014-02-01' '2015-04-01']",[61200     0  6600  6000     0     0     0],7,10542.857142857143,73800,2012-12,2015-04
182785.0,[76445437],['2014-03-01'],[1190000],1,1190000.0,1190000,2014-03,2014-03
444933.0,[ 91759378 108977875],['2014-10-01' '2014-10-01'],[36000 36000],2,36000.0,72000,2014-10,2014-10
281097.0,[76457899],['2014-01-01'],[60700],1,60700.0,60700,2014-01,2014-01
510480.0,[ 99636149 103064886],['2015-04-01' '2015-04-01'],[7600 7600],2,7600.0,15200,2015-04,2015-04
281119.0,[76433616 80303573],['2013-11-01' '2013-11-01'],[2200000 2200000],2,2200000.0,4400000,2013-11,2013-11
182817.0,[96487036],['2015-01-01'],[5700],1,5700.0,5700,2015-01,2015-01
477731.0,[61233461],['2013-03-01'],[8800],1,8800.0,8800,2013-03,2013-03
379428.0,[67676422 67676187 67676181 76437665],['2013-07-01' '2013-07-01' '2013-07-01' '2013-11-01'],[8000 3000 5000 4900],4,5225.0,20900,2013-07,2013-11
117285.0,[99262486],['2014-12-01'],[952800],1,952800.0,952800,2014-12,2014-12
51750.0,[78823329],['2014-05-01'],[378700],1,378700.0,378700,2014-05,2014-05
444966.0,[97927253],['2015-03-01'],[10000],1,10000.0,10000,2015-03,2015-03
281130.0,[85052417],['2014-07-01'],[0],1,0.0,0,2014-07,2014-07
248364.0,[97803743 79640997 76446501 91909928],['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'],[100000 100000 100000 100000],4,100000.0,400000,2014-03,2014-03
510516.0,[44431059 60218329 66083975 66083976],['2012-11-01' '2013-01-01' '2013-04-01' '2013-04-01'],[13600  2100 13400 23700],4,13200.0,52800,2012-11,2013-04
444982.0,[101657115],['2015-05-01'],[2000],1,2000.0,2000,2015-05,2015-05
281146.0,[42555018],['2012-10-01'],[1765900],1,1765900.0,1765900,2012-10,2012-10
313917.0,[80297913 75021352],['2013-12-01' '2013-12-01'],[7600 7600],2,7600.0,15200,2013-12,2013-12
84551.0,[100176448  91750127],['2014-10-01' '2014-10-01'],[15900 15900],2,15900.0,31800,2014-10,2014-10
412232.0,[62050769],['2013-06-01'],[2600],1,2600.0,2600,2013-06,2013-06
445003.0,[97913253],['2015-03-01'],[80000],1,80000.0,80000,2015-03,2015-03
84569.0,[61083908 60256848 60139291],['2013-01-01' '2013-01-01' '2013-01-01'],[ 6400 18700 24100],3,16400.0,49200,2013-01,2013-01
510558.0,[76426440 80294286],['2013-10-01' '2013-10-01'],[45300 45300],2,45300.0,90600,2013-10,2013-10
117349.0,[91896217],['2014-09-01'],[120300],1,120300.0,120300,2014-09,2014-09
150123.0,[75014911],['2014-01-01'],[300],1,300.0,300,2014-01,2014-01
510586.0,[60780268 60780853 67923960],['2013-01-01' '2013-01-01' '2013-07-01'],[ 3000  5100 51100],3,19733.333333333332,59200,2013-01,2013-07
412286.0,[100546136],['2015-04-01'],[2871600],1,2871600.0,2871600,2015-04,2015-04
19096.0,[75063139 80074351 98906427 97522328],['2014-02-01' '2014-02-01' '2015-03-01' '2015-03-01'],[    0     0 17400  6800],4,6050.0,24200,2014-02,2015-03
477849.0,[76437691 76437689],['2013-12-01' '2013-12-01'],[3000 3000],2,3000.0,6000,2013-12,2013-12
346790.0,[60132680],['2012-12-01'],[98500],1,98500.0,98500,2012-12,2012-12
84647.0,[61052398 61842859 66086391 75024272],['2012-12-01' '2013-03-01' '2013-05-01' '2013-08-01'],[ 36000  12100   7000 169200],4,56075.0,224300,2012-12,2013-08
19112.0,[74725640 87718867],['2014-01-01' '2014-09-01'],[135900  86000],2,110950.0,221900,2014-01,2014-09
314025.0,[91922710],['2014-11-01'],[28800],1,28800.0,28800,2014-11,2014-11
281255.0,[92425653],['2014-12-01'],[1213500],1,1213500.0,1213500,2014-12,2014-12
182952.0,[98522257],['2015-03-01'],[15000],1,15000.0,15000,2015-03,2015-03
379570.0,[106927534 109101780],['2015-08-01' '2015-08-01'],[269500 269500],2,269500.0,539000,2015-08,2015-08
314065.0,[109014795],['2015-01-01'],[23000],1,23000.0,23000,2015-01,2015-01
117465.0,[ 86799745  91694894   9422047  81337504 102501267],['2013-09-01' '2013-09-01' '2014-05-01' '2014-05-01' '2015-06-01'],[1330000 1330000 2258800 2258800  533500],5,1542220.0,7711100,2013-09,2015-06
84702.0,"[ 76444614  80145000  97785145  81457863  91873921  85077134  91764124
  94237696  97359881  99635538 103043121]","['2014-03-01' '2014-05-01' '2014-06-01' '2014-06-01' '2014-08-01'
 '2014-08-01' '2014-10-01' '2014-12-01' '2015-03-01' '2015-04-01'
 '2015-04-01']","[997800  55700 286000 286000 234300 234300  42600 301200 232300 294700
 294700]",11,296327.2727272727,3259600,2014-03,2015-04
