"EID","WZCODE","RECRNUM","RECDATE"
"229911","ZP03","7","2015-08"
"230732","ZP02","20","2015-07"
"230931","ZP01","14","2015-05"
"233467","ZP02","27","2015-05"
"233554","ZP03","2","2015-06"
"234384","ZP02","5","2015-03"
"236385","ZP02","45","2015-08"
"236683","ZP03","4","2015-01"
"236784","ZP02","2","2015-06"
"236803","ZP02","515","2015-08"
"240627","ZP02","48","2015-08"
"241362","ZP02","1","2015-07"
"241362","ZP03","11","2015-07"
"241822","ZP03","18","2015-08"
"243250","ZP03","49","2015-08"
"244391","ZP01","4","2015-04"
"244391","ZP02","36","2015-08"
"244391","ZP03","1","2015-06"
"246599","ZP02","121","2015-04"
"246794","ZP02","27","2015-05"
"248081","ZP03","16","2015-08"
"248291","ZP02","12","2015-08"
"249733","ZP02","14","2015-08"
"250090","ZP02","24","2015-07"
"250112","ZP02","23","2015-08"
"250780","ZP02","16","2015-08"
"250947","ZP02","5","2015-07"
"251367","ZP03","2","2015-05"
"252811","ZP02","4","2015-08"
"253063","ZP01","5","2015-08"
"253063","ZP02","34","2015-08"
"253063","ZP03","9","2015-03"
"255139","ZP02","42","2015-08"
"255139","ZP03","29","2015-07"
"256350","ZP02","18","2015-08"
"256350","ZP03","9","2015-08"
"257685","ZP01","8","2015-06"
"257685","ZP02","77","2015-08"
"257834","ZP02","11","2015-06"
"258255","ZP02","3","2015-05"
"258255","ZP03","1","2015-05"
"258938","ZP02","14","2015-08"
"260413","ZP02","64","2015-08"
"260560","ZP01","1","2015-05"
"262108","ZP03","28","2015-06"
"262525","ZP03","2","2015-08"
"262730","ZP03","9","2015-05"
"267052","ZP02","31","2015-07"
"268347","ZP03","4","2015-08"
"269240","ZP01","3","2015-01"
"270228","ZP02","118","2015-08"
"270228","ZP03","18","2015-08"
"270308","ZP01","3","2015-07"
"270308","ZP02","19","2015-08"
"270795","ZP03","1","2015-04"
"275014","ZP02","20","2015-08"
"275308","ZP03","16","2015-08"
"275490","ZP01","1","2015-02"
"275490","ZP03","7","2015-07"
"276539","ZP01","1","2015-01"
"276539","ZP03","7","2015-05"
"276842","ZP02","2","2015-05"
"276842","ZP03","5","2015-07"
"276847","ZP02","1","2015-08"
"279125","ZP01","1","2015-08"
"279903","ZP03","9","2015-08"
"281604","ZP02","1","2015-03"
"281604","ZP03","3","2015-03"
"282126","ZP01","9","2015-05"
"283239","ZP02","76","2015-08"
"283579","ZP03","20","2015-08"
"284241","ZP02","5","2015-06"
"284815","ZP01","4","2015-05"
"284850","ZP02","7","2015-03"
"285758","ZP03","5","2015-06"
"286566","ZP01","6","2015-02"
"289062","ZP02","1","2015-01"
"289062","ZP03","3","2015-08"
"289931","ZP02","6","2015-08"
"290315","ZP02","93","2015-08"
"290315","ZP03","23","2015-08"
"293346","ZP01","4","2015-07"
"294321","ZP02","34","2015-08"
"294688","ZP02","58","2015-08"
"295876","ZP02","7","2015-03"
"295985","ZP03","15","2015-07"
"297113","ZP01","39","2015-04"
"297202","ZP02","2","2015-07"
"297202","ZP03","5","2015-08"
"299274","ZP02","30","2015-08"
"299274","ZP03","1","2015-05"
"299360","ZP02","8","2015-06"
"299826","ZP02","10","2015-08"
"302428","ZP03","6","2015-08"
"303339","ZP02","4","2015-08"
"303813","ZP02","14","2015-07"
"303813","ZP03","2","2015-07"
"304731","ZP02","91","2015-08"
"304731","ZP03","13","2015-08"
"308701","ZP01","4","2015-06"
"308701","ZP02","32","2015-08"
"309571","ZP02","3","2015-06"
"309571","ZP03","7","2015-08"
"310917","ZP02","17","2015-08"
"311608","ZP03","3","2015-01"
"311875","ZP02","7","2015-08"
"313114","ZP02","4","2015-06"
"313326","ZP02","34","2015-06"
"313731","ZP01","4","2015-06"
"313731","ZP03","1","2015-04"
"314422","ZP03","6","2015-05"
"314599","ZP02","4","2015-07"
"314813","ZP01","11","2015-08"
"314813","ZP02","50","2015-08"
"315380","ZP02","2","2015-07"
"315895","ZP03","7","2015-07"
"318653","ZP03","15","2015-01"
"319553","ZP03","5","2015-04"
"321032","ZP01","4","2015-08"
"322390","ZP02","25","2015-08"
"322391","ZP02","63","2015-08"
"322391","ZP03","6","2015-07"
"323207","ZP03","17","2015-08"
"323755","ZP02","26","2015-08"
"323755","ZP03","18","2015-08"
"324409","ZP03","4","2015-08"
"325103","ZP03","13","2015-08"
"325698","ZP03","2","2015-01"
"326491","ZP01","5","2015-08"
"326491","ZP03","26","2015-08"
"326868","ZP02","11","2015-01"
"327710","ZP03","10","2015-08"
"329569","ZP03","3","2015-03"
"330181","ZP02","37","2015-08"
"330181","ZP03","8","2015-03"
"330352","ZP02","2","2015-07"
"332136","ZP01","5","2015-03"
"332136","ZP02","19","2015-08"
"333512","ZP01","1","2015-08"
"333512","ZP02","55","2015-08"
"333512","ZP03","3","2015-08"
"334028","ZP02","15","2015-07"
"335543","ZP03","3","2015-07"
"335621","ZP01","2","2015-03"
"335621","ZP02","3","2015-05"
"335697","ZP03","9","2015-08"
"336098","ZP02","2","2015-08"
"338585","ZP02","33","2015-08"
"338585","ZP03","12","2015-08"
"339216","ZP02","36","2015-08"
"339216","ZP03","17","2015-02"
"341213","ZP02","4","2015-07"
"341343","ZP02","56","2015-08"
"341343","ZP03","74","2015-08"
"345831","ZP02","1","2015-08"
"346250","ZP03","2","2015-03"
"347461","ZP02","4","2015-05"
"347461","ZP03","8","2015-08"
"348587","ZP02","30","2015-08"
"348587","ZP03","11","2015-08"
"348595","ZP02","101","2015-08"
"349180","ZP03","49","2015-08"
"350364","ZP03","6","2015-08"
"350803","ZP02","29","2015-08"
"351059","ZP01","2","2015-07"
"351059","ZP03","1","2015-03"
"352048","ZP02","3","2015-04"
"352048","ZP03","5","2015-08"
"353016","ZP03","1","2015-04"
"353101","ZP02","26","2015-08"
"353687","ZP02","28","2015-08"
"353687","ZP03","8","2015-01"
"356571","ZP03","6","2015-05"
"358394","ZP02","5","2015-01"
"360992","ZP03","23","2015-08"
"364844","ZP02","14","2015-08"
"364844","ZP03","1","2015-06"
"365561","ZP02","52","2015-08"
"365561","ZP03","8","2015-06"
"365867","ZP03","9","2015-05"
"370670","ZP02","1","2015-02"
"370949","ZP03","4","2015-08"
"371766","ZP01","22","2015-08"
"371766","ZP02","32","2015-08"
"371766","ZP03","24","2015-08"
"372763","ZP02","5","2015-06"
"373853","ZP02","29","2015-06"
"374363","ZP02","90","2015-07"
"375495","ZP01","6","2015-04"
"377148","ZP03","10","2015-08"
"377701","ZP02","2","2015-05"
"377701","ZP03","1","2015-03"
"378058","ZP01","3","2015-04"
"378058","ZP03","20","2015-08"
"378182","ZP02","40","2015-08"
"378404","ZP02","22","2015-08"
"378817","ZP02","272","2015-08"
"379637","ZP02","6","2015-06"
"380138","ZP03","14","2015-08"
"381373","ZP01","31","2015-08"
"381373","ZP02","7","2015-07"
"381864","ZP01","4","2015-06"
"382390","ZP02","444","2015-08"
"382390","ZP03","284","2015-08"
"384562","ZP01","21","2015-08"
"385361","ZP02","2","2015-04"
"385361","ZP03","2","2015-07"
"385387","ZP02","3","2015-03"
"386245","ZP01","2","2015-03"
"386245","ZP02","192","2015-06"
"386245","ZP03","23","2015-02"
"387282","ZP01","5","2015-07"
"387282","ZP02","44","2015-08"
"388013","ZP03","30","2015-08"
"388443","ZP02","24","2015-08"
"390310","ZP03","4","2015-05"
"390652","ZP02","16","2015-07"
"392034","ZP02","3","2015-06"
"392034","ZP03","2","2015-08"
"392337","ZP03","13","2015-08"
"392984","ZP01","1","2015-06"
"392984","ZP02","87","2015-08"
"393345","ZP03","41","2015-08"
"394287","ZP02","36","2015-08"
"394287","ZP03","36","2015-07"
"394460","ZP02","16","2015-08"
"394590","ZP02","9","2015-08"
"395777","ZP02","11","2015-07"
"399256","ZP03","1","2015-08"
"399439","ZP02","8","2015-08"
"399508","ZP02","5","2015-06"
"399681","ZP03","2","2015-08"
"401830","ZP02","28","2015-06"
"403385","ZP03","5","2015-05"
"404875","ZP02","28","2015-08"
"405280","ZP02","39","2015-08"
"407311","ZP01","1","2015-05"
"407311","ZP02","8","2015-01"
"407592","ZP02","4","2015-01"
"407592","ZP03","9","2015-07"
"407935","ZP02","17","2015-08"
"407935","ZP03","17","2015-08"
"409840","ZP01","3","2015-03"
"411068","ZP02","27","2015-08"
"411315","ZP02","30","2015-08"
"411819","ZP02","21","2015-07"
"413756","ZP02","3","2015-07"
"414463","ZP01","2","2015-08"
"415259","ZP02","8","2015-08"
"415630","ZP03","25","2015-08"
"415941","ZP03","15","2015-06"
"416417","ZP02","1","2015-04"
"416843","ZP02","4","2015-08"
"417339","ZP01","1","2015-02"
"417593","ZP02","14","2015-08"
"417986","ZP02","54","2015-07"
"417986","ZP03","12","2015-03"
"420500","ZP03","6","2015-02"
"422969","ZP02","3","2015-04"
"423181","ZP02","44","2015-08"
"423574","ZP02","1","2015-03"
"424627","ZP02","42","2015-08"
"425156","ZP03","4","2015-06"
"425415","ZP01","6","2015-06"
"425415","ZP02","15","2015-07"
"425415","ZP03","10","2015-03"
"425426","ZP02","12","2015-08"
"425426","ZP03","12","2015-08"
"426983","ZP01","2","2015-06"
"426983","ZP03","4","2015-06"
"428370","ZP02","3","2015-05"
"428414","ZP02","13","2015-08"
"429556","ZP01","6","2015-08"
"429556","ZP02","39","2015-08"
"429556","ZP03","8","2015-08"
"429761","ZP02","14","2015-08"
"433026","ZP02","2","2015-07"
"433166","ZP03","1","2015-08"
"434188","ZP03","4","2015-04"
"434625","ZP02","41","2015-08"
"434625","ZP03","3","2015-08"
"435567","ZP02","157","2015-08"
"435567","ZP03","71","2015-08"
"436990","ZP02","2","2015-01"
"436990","ZP03","8","2015-01"
"437738","ZP02","13","2015-08"
"437938","ZP02","23","2015-08"
"439887","ZP03","5","2015-03"
"440579","ZP02","5","2015-07"
"440579","ZP03","4","2015-08"
"442062","ZP02","10","2015-08"
"442354","ZP02","1","2015-08"
"442362","ZP02","1","2015-01"
"443283","ZP02","8","2015-05"
"444460","ZP03","6","2015-08"
"445799","ZP02","48","2015-04"
"446402","ZP02","13","2015-04"
"449470","ZP02","20","2015-08"
"449470","ZP03","13","2015-07"
"449860","ZP03","5","2015-01"
"450896","ZP02","6","2015-03"
"452895","ZP02","13","2015-08"
"452895","ZP03","3","2015-04"
"452930","ZP03","2","2015-07"
"455094","ZP03","1","2015-04"
"455837","ZP03","12","2015-06"
"458112","ZP02","16","2015-07"
"458308","ZP03","6","2015-01"
"459574","ZP02","4","2015-07"
"459574","ZP03","2","2015-03"
"462590","ZP03","29","2015-08"
"463304","ZP02","28","2015-08"
"464749","ZP03","3","2015-04"
"464765","ZP01","1","2015-05"
"464765","ZP02","12","2015-08"
"464765","ZP03","3","2015-06"
"465057","ZP03","11","2015-08"
"465483","ZP02","1","2015-03"
"465483","ZP03","2","2015-03"
"466108","ZP02","1","2015-07"
"466339","ZP03","14","2015-04"
"466501","ZP01","67","2015-01"
"466501","ZP02","16","2015-04"
"466501","ZP03","7","2015-03"
"469524","ZP01","2","2015-05"
"471678","ZP01","4","2015-06"
"471678","ZP02","1","2015-05"
"471678","ZP03","5","2015-08"
"472763","ZP02","4","2015-05"
"473425","ZP01","1","2015-03"
"474326","ZP03","17","2015-07"
"475800","ZP01","6","2015-08"
"475875","ZP01","3","2015-05"
"476044","ZP02","17","2015-08"
"476044","ZP03","5","2015-05"
"476889","ZP01","136","2015-08"
"476889","ZP02","234","2015-08"
"476889","ZP03","95","2015-08"
"477388","ZP03","2","2015-04"
"477550","ZP02","2","2015-07"
"477706","ZP02","11","2015-07"
"477749","ZP02","21","2015-08"
"477763","ZP01","1","2015-08"
"479817","ZP03","39","2015-08"
"480365","ZP03","14","2015-08"
"480571","ZP02","1","2015-02"
"480819","ZP01","9","2015-08"
"480819","ZP02","23","2015-08"
"480819","ZP03","2","2015-03"
"480921","ZP02","6","2015-08"
"482526","ZP03","16","2015-08"
"483232","ZP02","5","2015-03"
"483824","ZP02","7","2015-07"
"484352","ZP03","3","2015-08"
"484936","ZP02","5","2015-08"
"486101","ZP02","17","2015-08"
"486101","ZP03","3","2015-07"
"487388","ZP02","39","2015-08"
"490841","ZP01","6","2015-07"
"490841","ZP02","31","2015-08"
"492721","ZP01","1","2015-02"
"492721","ZP03","19","2015-07"
"493352","ZP02","18","2015-04"
"493352","ZP03","14","2015-06"
"493894","ZP02","2","2015-08"
"495338","ZP03","3","2015-01"
"495370","ZP01","1","2015-05"
"496308","ZP02","7","2015-08"
"496308","ZP03","101","2015-05"
"497025","ZP02","8","2015-07"
"497484","ZP02","4","2015-05"
"497967","ZP01","2","2015-05"
"497967","ZP02","48","2015-08"
"497967","ZP03","67","2015-08"
"498893","ZP03","1","2015-06"
"499121","ZP02","2","2015-08"
"500874","ZP02","6","2015-08"
"501122","ZP02","814","2015-02"
"501342","ZP03","3","2015-08"
"501743","ZP01","16","2015-08"
"501743","ZP02","20","2015-08"
"502317","ZP02","28","2015-08"
"502317","ZP03","7","2015-08"
"502844","ZP02","3","2015-08"
"502896","ZP03","22","2015-08"
"504787","ZP03","14","2015-08"
"507121","ZP03","5","2015-08"
"510337","ZP02","7","2015-08"
"511497","ZP01","20","2015-08"
"511497","ZP02","67","2015-08"
"511497","ZP03","9","2015-08"
"511767","ZP02","5","2015-05"
"512961","ZP01","5","2015-08"
"512961","ZP02","18","2015-08"
"513642","ZP02","20","2015-08"
"513663","ZP01","224","2015-08"
"513663","ZP02","9","2015-08"
"513663","ZP03","97","2015-08"
"514118","ZP03","5","2015-03"
"514207","ZP02","6","2015-07"
"514544","ZP02","60","2015-08"
"515009","ZP02","13","2015-08"
"515368","ZP02","4","2015-03"
"516191","ZP02","69","2015-08"
"516191","ZP03","12","2015-08"
"516970","ZP02","82","2015-08"
"516970","ZP03","6","2015-08"
"518384","ZP02","5","2015-07"
"518653","ZP02","23","2015-08"
"518653","ZP03","2","2015-07"
"519566","ZP02","7","2015-07"
"520762","ZP02","12","2015-08"
"520969","ZP02","1","2015-04"
"521481","ZP02","32","2015-02"
"521528","ZP02","9","2015-01"
"521528","ZP03","9","2015-01"
"521847","ZP03","7","2015-07"
"522072","ZP03","9","2015-04"
"522121","ZP03","7","2015-06"
"522144","ZP01","1","2015-07"
"522144","ZP02","23","2015-07"
"522558","ZP02","25","2015-08"
"522558","ZP03","25","2015-08"
"522913","ZP01","3","2015-03"
"522913","ZP03","1","2015-03"
"523503","ZP01","3","2015-01"
"523503","ZP03","8","2015-04"
"523519","ZP02","7","2015-05"
"524922","ZP02","9","2015-08"
"524922","ZP03","4","2015-01"
"526039","ZP02","6","2015-06"
"526152","ZP02","8","2015-08"
"15","ZP02","25","2015-07"
"882","ZP03","11","2015-02"
"1919","ZP02","41","2015-08"
"1919","ZP03","43","2015-08"
"1989","ZP03","29","2015-08"
"2629","ZP03","20","2015-07"
"2679","ZP03","8","2015-08"
"4601","ZP02","11","2015-04"
"6121","ZP02","9","2015-01"
"6247","ZP02","7","2015-08"
"8043","ZP02","6","2015-05"
"9308","ZP02","4","2015-07"
"9587","ZP02","19","2015-08"
"9587","ZP03","4","2015-08"
"10490","ZP03","7","2015-08"
"11815","ZP01","191","2015-08"
"11815","ZP02","204","2015-08"
"13120","ZP02","5","2015-05"
"16616","ZP01","2","2015-06"
"16974","ZP02","2","2015-07"
"16974","ZP03","7","2015-06"
"17331","ZP02","10","2015-08"
"19845","ZP01","1","2015-06"
"19845","ZP02","37","2015-08"
"19845","ZP03","23","2015-08"
"20119","ZP02","16","2015-04"
"20119","ZP03","10","2015-04"
"20761","ZP03","89","2015-07"
"21348","ZP01","14","2015-07"
"21348","ZP02","30","2015-07"
"21348","ZP03","11","2015-07"
"21397","ZP03","4","2015-04"
"21609","ZP02","1","2015-04"
"21697","ZP02","3","2015-08"
"22683","ZP03","7","2015-08"
"23760","ZP02","3","2015-06"
"23760","ZP03","6","2015-05"
"25693","ZP02","17","2015-08"
"26637","ZP02","1","2015-06"
"28214","ZP02","11","2015-08"
"28368","ZP03","1","2015-08"
"28618","ZP02","21","2015-08"
"28618","ZP03","5","2015-03"
"29412","ZP03","6","2015-08"
"29803","ZP03","1","2015-03"
"30087","ZP02","9","2015-08"
"30117","ZP01","8","2015-07"
"30117","ZP02","62","2015-08"
"30400","ZP02","2","2015-02"
"32203","ZP02","6","2015-08"
"32840","ZP02","18","2015-08"
"32840","ZP03","12","2015-05"
"36254","ZP01","2","2015-02"
"37936","ZP01","5","2015-05"
"37936","ZP03","1","2015-01"
"38819","ZP03","8","2015-03"
"39863","ZP02","21","2015-08"
"39863","ZP03","12","2015-08"
"40360","ZP02","14","2015-08"
"41712","ZP02","3","2015-05"
"43111","ZP02","1","2015-05"
"43942","ZP03","13","2015-08"
"44868","ZP02","202","2015-08"
"45122","ZP01","6","2015-08"
"45122","ZP02","15","2015-08"
"46015","ZP02","6","2015-08"
"48145","ZP02","3","2015-03"
"48655","ZP02","7","2015-08"
"50487","ZP02","90","2015-08"
"51215","ZP02","11","2015-08"
"51467","ZP02","199","2015-08"
"55235","ZP02","1","2015-03"
"57771","ZP02","100","2015-08"
"57771","ZP03","25","2015-08"
"57985","ZP01","1","2015-07"
"58367","ZP01","7","2015-05"
"58367","ZP02","89","2015-08"
"58367","ZP03","12","2015-08"
"58477","ZP01","1","2015-03"
"59546","ZP01","3","2015-08"
"59546","ZP03","5","2015-08"
"62220","ZP02","7","2015-08"
"64018","ZP01","13","2015-06"
"64018","ZP02","154","2015-08"
"64018","ZP03","14","2015-04"
"64151","ZP02","20","2015-08"
"65160","ZP01","15","2015-08"
"65707","ZP02","59","2015-08"
"65707","ZP03","34","2015-08"
"65768","ZP02","14","2015-06"
"65797","ZP02","13","2015-08"
"65797","ZP03","11","2015-08"
"66463","ZP02","6","2015-08"
"66541","ZP01","22","2015-08"
"66541","ZP02","317","2015-08"
"66541","ZP03","20","2015-08"
"67956","ZP02","13","2015-08"
"68332","ZP02","22","2015-08"
"69749","ZP03","6","2015-04"
"69784","ZP01","2","2015-01"
"70037","ZP02","22","2015-08"
"70050","ZP03","1","2015-01"
"70100","ZP03","3","2015-08"
"70325","ZP02","5","2015-03"
"70514","ZP03","2","2015-08"
"70619","ZP03","11","2015-08"
"71062","ZP02","5","2015-08"
"71291","ZP03","9","2015-08"
"71847","ZP02","2","2015-06"
"73228","ZP02","12","2015-07"
"75836","ZP02","10","2015-06"
"77155","ZP03","6","2015-08"
"80237","ZP02","1","2015-06"
"81442","ZP02","2","2015-08"
"81442","ZP03","13","2015-08"
"81705","ZP02","15","2015-08"
"84218","ZP02","6","2015-08"
"84583","ZP03","4","2015-06"
"84662","ZP02","41","2015-07"
"84662","ZP03","6","2015-03"
"87083","ZP01","223","2015-08"
"87083","ZP02","175","2015-08"
"87168","ZP02","38","2015-08"
"90631","ZP03","5","2015-07"
"91650","ZP02","1","2015-07"
"91732","ZP02","23","2015-07"
"92644","ZP03","2","2015-08"
"92766","ZP02","4","2015-07"
"93100","ZP02","6","2015-08"
"93516","ZP02","6","2015-08"
"93516","ZP03","34","2015-08"
"94156","ZP02","21","2015-06"
"94753","ZP01","1","2015-01"
"94753","ZP03","10","2015-06"
"95376","ZP02","5","2015-06"
"96433","ZP02","94","2015-08"
"96736","ZP01","4","2015-06"
"96985","ZP03","16","2015-02"
"97531","ZP02","2","2015-08"
"99303","ZP01","2","2015-05"
"99303","ZP02","29","2015-08"
"99303","ZP03","8","2015-03"
"99395","ZP03","2","2015-05"
"100548","ZP02","36","2015-08"
"100840","ZP03","8","2015-05"
"102406","ZP02","19","2015-04"
"102406","ZP03","11","2015-08"
"103105","ZP03","8","2015-08"
"103476","ZP02","5","2015-08"
"103476","ZP03","6","2015-03"
"103604","ZP02","13","2015-08"
"103604","ZP03","12","2015-06"
"107237","ZP02","2","2015-07"
"110366","ZP03","12","2015-08"
"110400","ZP02","7","2015-08"
"110586","ZP03","14","2015-03"
"111006","ZP02","3","2015-07"
"111006","ZP03","27","2015-08"
"113083","ZP03","2","2015-01"
"113994","ZP03","6","2015-06"
"114517","ZP02","7","2015-08"
"115264","ZP02","25","2015-08"
"117998","ZP03","1","2015-06"
"118888","ZP03","1","2015-05"
"118915","ZP03","128","2015-08"
"119589","ZP03","16","2015-08"
"121220","ZP03","10","2015-08"
"122427","ZP03","3","2015-06"
"122624","ZP02","6","2015-03"
"123771","ZP02","1","2015-05"
"123771","ZP03","20","2015-07"
"123788","ZP01","1","2015-01"
"123788","ZP02","105","2015-08"
"123788","ZP03","63","2015-08"
"123912","ZP03","22","2015-08"
"124870","ZP02","14","2015-08"
"125858","ZP02","172","2015-08"
"125904","ZP02","6","2015-08"
"125904","ZP03","14","2015-05"
"128123","ZP02","56","2015-08"
"129308","ZP02","23","2015-05"
"129871","ZP02","69","2015-08"
"131708","ZP03","19","2015-08"
"132093","ZP03","3","2015-08"
"132975","ZP03","23","2015-08"
