"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"454201","75007207","2013-12-01","35400"
"454201","72843626","2013-12-01","50500"
"460147","108958591","2015-07-01","45900"
"463459","61788581","2013-05-01","1150000"
"469220","106060570","2015-08-01","0"
"469220","106060566","2015-08-01","0"
"469220","106060550","2015-08-01","0"
"469220","108902151","2015-08-01","0"
"469220","108902147","2015-08-01","0"
"469220","108902130","2015-08-01","0"
"470313","101656094","2015-05-01","4328900"
"472338","101685280","2014-12-01","3200"
"482056","106065578","2015-08-01","0"
"482256","61309933","2013-04-01","74000"
"482256","61833899","2013-03-01","4800"
"482256","43463005","2012-11-01","162100"
"482256","60851475","2013-01-01","26800"
"482256","60846044","2013-01-01","44400"
"482256","60849495","2013-01-01","63600"
"482256","91920721","2014-06-01","162600"
"482256","104856897","2015-07-01","64000"
"482256","106682015","2015-08-01","20000"
"482256","97813239","2014-06-01","162600"
"482256","69008937","2013-11-01","48500"
"485668","93541951","2014-12-01","4372500"
"485668","93541954","2014-12-01","500000"
"489209","99077777","2015-03-01","9972200"
"489209","62198933","2013-01-01","1783900"
"494818","99973266","2015-04-01","21200"
"501492","73353148","2013-10-01","12000"
"502884","62206713","2013-04-01","4700"
"506091","67670350","2013-08-01","8300"
"509817","79571047","2014-01-01","130300"
"509817","74999451","2014-01-01","130300"
"509943","9798179","2014-04-01","545100"
"509943","98619311","2015-03-01","9177300"
"509943","76450309","2014-01-01","976300"
"509943","76449430","2014-01-01","2040000"
"509943","73325730","2013-09-01","283400"
"509943","76448847","2014-01-01","85000"
"509943","67686834","2013-07-01","35300"
"509943","67784452","2013-08-01","259000"
"509943","67784448","2013-08-01","316200"
"509943","67906021","2013-07-01","196000"
"509943","67784440","2013-08-01","262400"
"509943","60318259","2013-01-01","31200"
"509943","82502993","2014-07-01","836500"
"509943","91742546","2014-09-01","102100"
"509943","98684776","2015-03-01","6946700"
"509943","94955724","2014-10-01","6820500"
"509943","105268457","2015-07-01","9825900"
"509943","91739270","2014-09-01","62100"
"509943","104914464","2015-07-01","9825900"
"509943","72376263","2014-01-01","700000"
"509943","87812453","2014-09-01","102100"
"509943","87020007","2014-07-01","960000"
"509943","98707858","2014-11-01","684600"
"509943","105166799","2015-07-01","2400000"
"509943","105608827","2015-08-01","99990000"
"509943","108723348","2014-04-01","545100"
"509943","100211435","2015-04-01","21800"
"509943","96494537","2015-01-01","2000"
"509943","104525997","2015-07-01","9825900"
"509943","99680321","2015-04-01","1092000"
"509943","98867534","2015-02-01","7504100"
"509943","91924602","2014-11-01","256300"
"509943","74998155","2013-12-01","6014900"
"511264","99046715","2015-01-01","6600"
"511698","81478661","2014-06-01","21371000"
"511698","92411996","2014-06-01","21371000"
"514640","99084865","2015-03-01","9100"
"520090","102935168","2015-06-01","6000"
"522775","105454737","2015-05-01","0"
"522775","96490577","2015-01-01","0"
"522775","96519517","2015-01-01","8030000"
"522775","96490583","2015-01-01","0"
"522775","96490571","2015-01-01","0"
"522775","101091015","2015-05-01","0"
"522775","61103232","2013-03-01","0"
"525556","67784422","2013-08-01","132200"
"513","103946534","2015-01-01","16000"
"1984","75026412","2014-01-01","4700"
"1984","61055446","2013-02-01","274400"
"1984","66086418","2013-05-01","498400"
"1984","109048291","2015-01-01","37000"
"1984","83505786","2014-01-01","8700"
"1984","75026409","2014-01-01","8700"
"1984","83505788","2014-01-01","4700"
"1984","75020903","2013-12-01","10200"
"1984","62164329","2012-12-01","79000"
"1984","67907840","2013-06-01","4800"
"1984","104909628","2015-07-01","8700"
"1984","105263790","2015-07-01","8700"
"1984","79939029","2013-12-01","10200"
"2013","108370576","2015-06-01","70437400"
"2013","108904495","2015-02-01","37283500"
"2013","98101237","2015-02-01","43366300"
"2013","12773772","2015-06-01","70437400"
"5176","79456555","2014-05-01","44200"
"5176","43424429","2012-11-01","44200"
"17358","102351887","2015-06-01","11300"
"17358","110962667","2015-06-01","11300"
"17607","62020184","2013-05-01","16200"
"18781","106054353","2015-08-01","121000"
"18781","112200193","2015-08-01","121000"
"18781","111974270","2015-08-01","121000"
"19611","102991379","2015-05-01","2069600"
"23474","67667355","2013-07-01","5000"
"24827","73366216","2013-08-01","351300"
"28471","102424936","2015-06-01","83200"
"28471","106055154","2015-06-01","83200"
"29272","112101037","2015-01-01","34100"
"29272","61705741","2013-01-01","6800"
"29272","112494729","2015-01-01","34100"
"29272","80121864","2014-04-01","76000"
"29272","91919450","2014-04-01","76000"
"30023","97924159","2015-03-01","1200"
"30023","97801109","2014-05-01","25000"
"30023","80142058","2014-05-01","25000"
"33005","108753734","2015-06-01","14300"
"33005","102425452","2015-06-01","14300"
"35694","42263398","2012-09-01","102300"
"35694","44528183","2012-12-01","92900"
"35694","80118827","2014-04-01","9100"
"35694","80118832","2014-04-01","80600"
"39623","105000320","2015-07-01","631600"
"39623","105300908","2015-07-01","631600"
"39623","104553706","2015-07-01","631600"
"40720","102503564","2015-06-01","11900"
"43217","75000048","2014-01-01","9700"
"44050","91674915","2014-07-01","482200"
"44050","97802625","2014-07-01","473200"
"49578","93812130","2014-12-01","36400"
"49578","79325398","2014-04-01","124900"
"49578","91790607","2014-04-01","124900"
"57705","66080881","2012-10-01","450100"
"57705","44393192","2012-12-01","510000"
"57705","66080871","2012-10-01","350100"
"57705","66080883","2012-10-01","750100"
"57891","103017588","2015-06-01","6800"
"57891","102425267","2015-06-01","6800"
"58978","61267140","2013-04-01","539500"
"58978","126135314","2013-06-01","0"
"58978","62092742","2013-05-01","8290000"
"58978","91729107","2013-06-01","1100000"
"59519","100430853","2015-03-01","1800"
"59519","100429291","2015-03-01","2500"
"59519","100429941","2015-03-01","1200"
"59519","100429067","2015-03-01","3400"
"59519","106279958","2015-08-01","1300"
"59519","100430422","2015-03-01","1900"
"59519","100428825","2015-03-01","4700"
"59519","67676177","2013-07-01","2800"
"60046","87377591","2014-07-01","41700"
"60046","91731276","2014-07-01","41700"
"61800","91686933","2014-07-01","5365900"
"61800","91786297","2014-08-01","2513400"
"61800","85066181","2014-08-01","2513400"
"63231","102674153","2015-01-01","7000"
"63231","96571906","2015-02-01","7500"
"63231","99026470","2014-12-01","7100"
"65159","91757413","2014-07-01","478800"
"65159","85046640","2014-07-01","478800"
"65159","102932470","2015-06-01","138300"
"66411","44504814","2012-11-01","10000"
"66454","87374553","2014-03-01","7300"
"66454","42667172","2012-10-01","1400"
"66454","91921069","2014-07-01","15000"
"66454","91920960","2014-06-01","5200"
"66454","91920827","2014-06-01","6900"
"66454","91920679","2014-06-01","9000"
"66454","91920399","2014-06-01","14700"
"66454","91920767","2014-06-01","6300"
"66454","91920757","2014-06-01","3300"
"66454","91920568","2014-06-01","13600"
"66454","91920108","2014-05-01","1900"
"66454","91920024","2014-05-01","15100"
"66454","91921395","2014-07-01","6700"
"66454","88350304","2014-05-01","16500"
"66454","91751050","2014-05-01","16500"
"66454","81380339","2014-05-01","15100"
"66454","81380205","2014-05-01","6000"
"66454","81335905","2014-03-01","200"
"66454","97812874","2014-05-01","1900"
"66454","97812808","2014-05-01","15100"
"66454","79323285","2014-04-01","1800"
"66454","80146283","2014-05-01","16500"
"66454","83486700","2014-06-01","5200"
"66454","97813381","2014-06-01","5200"
"66454","97813142","2014-06-01","13600"
"66454","97813194","2014-06-01","9000"
"66454","97813673","2014-07-01","6700"
"66454","92415818","2014-10-01","12100"
"66454","81380344","2014-05-01","2900"
"66454","91919980","2014-05-01","23600"
"66454","91919970","2014-05-01","5800"
"66454","81337918","2014-05-01","23600"
"66454","97813260","2014-06-01","3300"
"66454","106927924","2015-08-01","6000"
"66454","76451698","2014-03-01","200"
"66454","81337605","2014-05-01","6800"
"66454","97813302","2014-06-01","6900"
"66454","91920039","2014-05-01","2900"
"66454","97775574","2014-05-01","6800"
"66454","76452053","2014-03-01","7300"
"66454","111419423","2015-08-01","6000"
"66454","93813721","2014-12-01","16500"
"66454","97813434","2014-07-01","15000"
"66454","97813267","2014-06-01","6300"
"66454","91919953","2014-05-01","6000"
"66454","91767243","2014-04-01","1800"
"66454","91921616","2014-07-01","14700"
"66454","91726373","2014-03-01","7300"
"66454","91920233","2014-06-01","5000"
"66454","91920649","2014-06-01","20000"
"66454","83486860","2014-07-01","15000"
"66454","81381268","2014-05-01","1900"
"66454","97813107","2014-06-01","14700"
"66454","81337897","2014-05-01","5800"
"73355","69277177","2012-12-01","1147100"
"73355","94664754","2012-12-01","1147100"
"73808","72023958","2013-01-01","28600"
"73808","72027691","2013-01-01","6600"
"78556","73340456","2013-10-01","134500"
"80117","60575433","2013-01-01","0"
"80117","75076847","2014-02-01","1249100"
"80117","60575752","2013-01-01","0"
"80117","75076993","2014-02-01","12500"
"80117","75077061","2014-02-01","3027500"
"80117","43984238","2012-11-01","0"
"80117","67789776","2013-08-01","0"
"85896","76445801","2014-02-01","0"
"85896","74996790","2014-01-01","0"
"91804","106431699","2015-08-01","950000"
"91804","97777715","2014-12-01","290000"
"91804","60286898","2012-12-01","1303800"
"91804","85064489","2014-07-01","133000"
"91804","108772333","2014-07-01","133000"
"91804","80141442","2014-05-01","75900"
"92670","101735692","2015-04-01","4800"
"92670","100547365","2015-04-01","4800"
"92670","100547367","2015-04-01","8400"
"92670","100547360","2015-04-01","14500"
"92670","101735694","2015-04-01","8400"
"93763","81336378","2014-03-01","557300"
"93763","81336374","2014-03-01","38200"
"93763","81336380","2014-03-01","435400"
"93763","81336383","2014-03-01","202300"
"93763","81336372","2014-03-01","140400"
"93763","81336366","2014-03-01","173000"
"93763","81336377","2014-03-01","53300"
"100938","61968941","2013-05-01","0"
"100938","85050640","2014-04-01","96300"
"103080","66084042","2013-04-01","30400"
"103080","66084043","2013-04-01","30400"
"103654","76443234","2014-03-01","200100"
"103654","76443239","2014-03-01","57200"
"103654","92703547","2014-03-01","57200"
"103654","79626257","2014-03-01","200100"
"103654","79626261","2014-03-01","57200"
"120135","81337973","2013-12-01","770500"
"120135","75006070","2013-12-01","770500"
"120135","60081789","2012-12-01","22000"
"120135","67906534","2013-07-01","40000"
"122893","97744166","2015-03-01","5400"
"123988","67676690","2013-08-01","22800"
"126520","97526889","2015-03-01","242200"
"130430","78864726","2014-05-01","60000"
"130430","105029645","2015-07-01","0"
"130430","92777770","2014-11-01","34000"
"130430","106161563","2015-05-01","47600"
"130430","110606198","2015-07-01","163200"
"130430","98310629","2014-12-01","31400"
"130430","104868129","2015-07-01","163200"
"130430","105315384","2015-07-01","163200"
"132194","81200296","2014-06-01","2500"
"132194","78192213","2014-03-01","5300"
"132194","78189780","2014-03-01","1500"
"132194","80343488","2014-03-01","0"
"132194","81201774","2014-06-01","2500"
"132194","80343489","2014-03-01","0"
"133875","81477986","2014-06-01","11100"
"138971","73324482","2013-08-01","836100"
"138971","75843864","2014-03-01","103400"
"138971","81437684","2014-06-01","702000"
"138971","73324227","2013-11-01","121000"
"139393","9314467","2013-02-01","36280400"
"139393","60590929","2013-02-01","36280400"
"139393","97121484","2015-02-01","205000"
"140504","73325239","2013-10-01","998700"
"141125","44389187","2012-11-01","340000"
"141125","62221928","2013-04-01","457700"
"141966","108769859","2015-01-01","95500"
"141966","75002561","2014-01-01","19900"
"142508","125093548","2014-04-01","10000000"
"142508","67803043","2013-10-01","547300"
"142508","72459946","2013-12-01","2000000"
"145534","99545547","2015-04-01","15000"
"146541","66085311","2013-05-01","20400"
"147501","68738654","2013-08-01","0"
"147501","97811584","2013-08-01","0"
"147501","91917424","2013-08-01","0"
"147501","42310167","2012-09-01","7300"
"147501","73330104","2013-07-01","0"
"149253","101486476","2015-05-01","5400"
"150123","75014911","2014-01-01","300"
"151002","85060869","2014-07-01","1159100"
"151002","97788526","2014-07-01","1159100"
"151002","91895322","2014-07-01","1159100"
"153028","103049889","2015-01-01","1293700"
"154272","97773409","2014-12-01","192300"
"155611","60702756","2013-01-01","0"
"156595","103064009","2015-06-01","3300"
"156595","102154065","2015-06-01","3300"
"156595","96502695","2015-01-01","189000"
"159356","93812099","2014-12-01","7500"
"167810","119543308","2013-05-01","58600"
"168537","110670349","2015-07-01","86000"
"169810","73362995","2013-11-01","3600"
"170925","67468154","2013-10-01","13415000"
"172773","80077243","2014-02-01","1013800"
"172773","75060675","2014-02-01","1013800"
"173852","76443076","2013-12-01","2065000"
"173852","60837178","2013-01-01","14585300"
"173852","76443072","2013-12-01","2039800"
"174221","67544076","2013-10-01","813000"
"176534","92772260","2014-11-01","4300"
"176534","44373467","2012-12-01","900"
"176534","44373379","2012-12-01","40000"
"176769","100548447","2015-04-01","80000"
"176769","100548451","2015-04-01","32000"
"179453","61044347","2013-01-01","28600"
"182157","91756146","2014-10-01","5800"
"182157","61029022","2013-01-01","426800"
"185915","91686333","2014-06-01","0"
"185915","97814752","2014-06-01","0"
"185915","81438417","2014-06-01","0"
"189196","80297214","2013-12-01","83500"
"189196","75020479","2013-12-01","83500"
"192670","97797287","2014-10-01","24700"
