"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"502124","739631","0","0.3","2007","2012"
"503284","700424","1","0.85","2005","2012"
"503368","628414","1","1","2013",""
"504620","511484","1","0.111","1984",""
"504801","401712","1","0.2","2012",""
"505605","724774","0","0.979","1999",""
"505605","721723","0","0.083","1998","2008"
"505605","693323","1","0.333","1997",""
"505605","681697","1","1","2006",""
"505605","667758","1","0.175","2001",""
"505605","658410","1","0.844","1996",""
"505605","637834","1","0.019","1997",""
"505605","635497","1","0.75","1992",""
"505605","477873","1","0.655","1992",""
"505605","178155","1","0.698","1995",""
"505605","32924","1","0.355","1998",""
"506545","645409","1","0.01","2012",""
"506545","630377","0","0.01","2010",""
"506892","661505","1","1","2012",""
"506977","373020","1","0.6","2013",""
"507252","78216","1","0.4","1999",""
"508013","721780","0","1","2012",""
"508013","684052","0","1","2002",""
"508013","670334","0","0.33","2003",""
"509074","682545","0","1","2014",""
"509756","384538","1","0.5","1994",""
"510191","670825","0","0.55","2014",""
"510191","635908","0","0.7","2014",""
"510294","668512","0","0.2","1997","2001"
"510294","650493","0","0.1","1997","2009"
"511422","700034","0","0.4","2008",""
"511422","691845","0","0.4","2010",""
"511422","683385","0","0.4","2010",""
"511422","662659","0","0.3","2008",""
"511422","650072","0","0.5","2008",""
"511422","645458","1","0.5","2012",""
"511422","635211","0","0.1","2008",""
"511422","507470","1","0.5","2008",""
"511422","25062","1","1","2010",""
"511422","10996","1","0.5","2007",""
"511721","298894","1","0.16","2012",""
"512105","650886","1","0.25","2012",""
"512332","67624","1","0.2","2002",""
"513570","460714","1","0.5","2015",""
"513570","300885","1","0.5","2015",""
"513570","63552","1","0.41","2015",""
"513659","685479","0","0.56","2009",""
"513659","680347","0","0.6","2010",""
"513659","678750","0","0.2","2013",""
"514620","663851","1","0.1","2015",""
"514620","642903","0","0.51","2015",""
"514623","715137","1","1","2012",""
"515536","708691","0","0.975","2004",""
"515536","452069","1","0.5","1999",""
"516478","673157","1","0.35","2013",""
"516695","713601","0","0.7","2010",""
"516695","692082","1","0.51","2010",""
"516695","690220","0","0.51","2006",""
"516695","678946","0","0.7","2011","2012"
"516695","670163","0","0.9","2010",""
"516695","633781","0","0.51","2010","2014"
"516920","691050","0","1","2014",""
"516920","666994","0","1","2013",""
"516920","664486","0","0.98","2014",""
"517116","37716","1","0.806","1996",""
"517166","736763","0","1","2014",""
"517166","709298","0","0.3","2014",""
"517166","709075","0","1","2014",""
"517166","688683","1","0.4","2013",""
"517166","648412","0","1","2013",""
"517166","646554","0","1","2014",""
"519303","738857","0","0.8","2003","2007"
"519313","710955","0","0.25","2012",""
"519313","419192","1","0.024","2014",""
"519461","732651","0","0.8","1994",""
"520356","702425","0","0.7","1993","2008"
"521777","16509","1","1","2009",""
"521964","711342","1","0.125","2004",""
"521964","708520","1","1","2003",""
"522071","671165","1","0.333","2011",""
"522071","524775","1","0.333","2008",""
"522303","735225","0","0.07","2010",""
"522303","628779","1","0.49","2014",""
"523656","704809","1","0.95","2014",""
"525528","737183","1","0.5","2006",""
"525528","697489","0","0.333","2006",""
"525528","679576","1","0.35","2009",""
"525528","623916","1","0.19","2006",""
"525528","133309","1","0.95","2010",""
"525541","721156","1","0.333","2015",""
"525541","475917","1","0.55","2015",""
"526233","727443","1","0.4","2004",""
"457","313153","1","0.15","1984",""
"1231","652360","1","0.116","2013",""
"1358","716651","1","0.5","2015",""
"1358","687377","0","0.9","2010",""
"1358","653955","0","0.6","2010",""
"1358","244228","1","0.333","2013",""
"1358","1197","1","0.5","2011",""
"1470","628394","1","1","2004","2015"
"1470","111886","1","0.6","2004",""
"2978","665166","0","0.8","2014",""
"4201","728846","0","0.4","2008",""
"4201","728623","0","0.6","2008",""
"5877","308394","1","0.095","2009",""
"6076","651270","1","0.984","2014",""
"7116","734307","1","0.95","2005","2012"
"7116","661100","0","0.75","2005",""
"7477","656573","0","0.933","2014",""
"7928","724382","1","0.199","2008",""
"7928","661960","1","0.2","2007",""
"9719","494584","1","0.02","2004",""
"9720","729930","0","0.333","2014",""
"9849","711258","0","0.51","2013",""
"9849","688596","1","0.3","2013",""
"9849","663805","1","0.989","2011",""
"10275","707621","1","0.074","2010",""
"10275","640152","0","0.2","2015",""
"10485","737794","0","0","1989",""
"10485","736474","0","0.009","1996",""
"10485","730977","0","1","1990","2005"
"10485","707556","0","0.7","2001","2014"
"10485","702241","1","0.663","2010",""
"10485","693642","0","0.119","2002","2010"
"10485","685377","1","0.51","1999","2013"
"10485","669744","0","0.4","2003","2007"
"10485","669592","0","0.904","1990",""
"10485","668438","0","1","1989",""
"10485","648872","0","1","1989",""
"10485","647363","0","0.5","1997",""
"10485","646451","0","1","1981","2004"
"10485","641458","1","0.167","1995",""
"10485","640447","0","0.006","1984",""
"10485","628637","1","0.062","1994","2010"
"10485","626297","0","0.208","2001",""
"10485","502765","1","0.5","2002",""
"10485","436725","1","0.058","2002",""
"10485","189548","1","1","1980",""
"10485","123945","1","0.333","2003",""
"10485","61968","1","1","2003",""
"12068","739881","0","0.5","2013",""
"12081","661315","1","0.167","2015",""
"12558","738558","0","0.333","2015",""
"12660","717433","1","1","2009",""
"12660","716380","0","1","2015",""
"12660","692579","0","1","2013",""
"12660","649665","0","1","2010",""
"12660","145851","1","1","2013",""
"13960","432657","1","0.589","2008",""
"15200","693180","0","0.49","2015",""
"16416","734337","0","0.55","2004","2007"
"17458","679746","1","0.5","2011",""
"18287","317834","1","0.2","1989",""
"18620","631755","0","0.55","2011",""
"18620","628085","0","0.65","2007",""
"18928","116830","1","0.496","2013",""
"19238","674859","1","0.3","2013",""
"19874","734310","1","0.08","2013",""
"19874","691025","1","0.3","2014",""
"19874","647239","1","0.5","2010","2012"
"19889","724635","1","0.5","2013",""
"19889","696575","1","0.8","2009",""
"19889","693144","1","0.5","2013",""
"19889","668250","1","0.333","2000",""
"19889","440806","1","0.125","1993",""
"19889","415772","1","0.5","2009",""
"19889","297865","1","0.9","2009",""
"19889","260657","1","0.333","2012",""
"19889","139524","1","0.15","2013",""
"19889","106677","1","0.5","2015",""
"19889","25692","1","0.15","2008",""
"19948","405560","1","0.5","2010",""
"21156","683084","0","0.9","2002","2006"
"22866","633398","0","1","2014",""
"23408","465814","1","0.28","2011",""
"23578","685173","1","0.39","2006",""
"23644","719641","0","0.3","2014",""
"24199","723405","0","0.6","2015",""
"24346","712252","0","1","2015",""
"24346","443817","1","1","2004",""
"24346","376546","1","0.1","2015",""
"24863","726445","1","1","2014",""
"24863","688239","1","0.15","2010",""
"24863","78952","1","0.002","2001",""
"25956","141334","1","0.7","2006",""
"26304","639909","1","0.253","1996","2011"
"26304","630450","1","1","2008",""
"27014","739535","1","0.133","2005",""
"27014","187914","1","0.222","2011",""
"27855","631766","1","0.6","2011",""
"27855","383293","1","0.75","1999",""
"28123","729747","1","1","2008","2009"
"28381","678691","1","0.3","2012",""
"28381","278367","1","0.197","2012",""
"28493","37499","1","0.4","2012",""
"29085","209112","1","0.35","2002",""
"30261","672642","0","0.151","2015",""
"30290","209908","1","0.074","2014",""
"30290","114266","1","0.116","2014",""
"30710","731760","0","0.005","2014",""
"30710","729662","0","0","2015",""
"30710","690666","0","0.005","2014",""
"30710","684086","0","0.5","2014",""
"30710","677908","0","0","1997",""
"30710","672142","0","0.005","2014",""
"30710","661780","0","0.005","2015",""
"30710","656167","0","0.005","2014",""
"30710","649319","0","0.014","2015",""
"30710","638704","0","1","2015",""
"30710","326705","1","0.005","2014",""
"30710","318119","1","0.02","2014",""
"30862","701806","1","0.2","2010",""
"30862","694412","0","0.32","2013",""
"30959","718844","1","0.525","2002","2006"
"30959","704868","1","0.6","2002","2009"
"30959","701922","1","0.1","1993",""
"30959","695350","0","0.15","1999","2005"
"30959","691855","1","0.25","1992",""
"30959","687684","1","0.475","1993","2009"
"30959","641642","1","0.5","1993","2012"
"30959","640447","0","0.006","1984",""
"30959","639150","1","0.05","1999","2007"
"30959","635611","1","0.3","2002",""
"30959","157394","1","0.3","2005",""
"30959","55784","1","1","1993",""
"32053","676943","1","1","2007",""
"32053","637025","1","0.8","2010",""
"32660","661291","1","0.6","2014",""
"32919","691746","1","1","1993",""
"32919","674933","1","1","2006",""
"32919","669422","1","1","1994",""
"32919","655751","1","1","2007",""
"32919","422189","1","1","1988",""
"32919","256433","1","1","1999",""
"34195","351189","1","1","2013",""
"34979","649794","1","0.4","2011",""
"34979","628903","1","0.5","2001",""
"34979","478731","1","1","2011",""
"34979","454142","1","0.4","2011",""
"34979","367839","1","1","2011",""
"34979","286911","1","0.4","2011",""
"35502","235083","1","0.3","2004",""
"35552","734100","1","0.1","2015",""
"35552","688791","0","0.15","2014",""
"35552","416006","1","0.15","2014",""
"37972","733986","1","1","1959","2013"
"37972","729183","1","1","1981","2013"
"37972","724935","1","1","1996",""
"37972","673541","1","1","1981","2014"
"37972","672508","1","1","1987",""
"37972","629432","0","0.51","2008",""
"37972","373630","1","0.139","2015",""
"37972","313861","1","0.5","2006",""
"38617","722795","1","1","2013",""
"40139","329138","1","0.417","2003",""
"40729","727123","1","1","2011","2013"
"40745","696618","0","1","2014",""
"42517","651808","0","0.7","2013",""
"43850","729415","0","1","2014",""
"44176","706126","1","0.5","2012",""
"44176","706084","1","0.667","2010",""
"44176","456345","1","0.5","2010",""
"45281","687497","0","0.038","2010",""
"46197","624434","0","0.3","2013",""
"46411","712049","1","1","1992","2006"
"46411","661936","1","1","1993","2008"
"46411","649666","1","0.8","1999","2010"
"47333","679874","1","0.01","1997",""
"47333","649904","1","0.33","2002",""
"47333","410698","1","1","1987",""
"48470","421234","1","0.8","2007",""
"49977","678581","0","0.16","2010",""
"51631","740156","1","0.5","2015",""
"51631","738372","1","0.333","2014",""
"51631","709518","0","0.15","2013",""
"51631","690985","1","0","2014",""
"51631","658862","1","0","2014",""
"51631","648698","1","0.091","2014",""
"51631","644031","1","0","2013",""
"51631","638015","1","0.3","2014",""
"51631","627927","1","0","2014",""
"51631","519313","1","0.083","2014",""
"51631","506656","1","0.003","2013",""
"51631","452327","1","0.3","2015",""
"51631","137083","1","0.333","2014",""
"51631","56094","1","0.333","2014",""
"51631","17954","1","0.51","2015",""
"52305","717817","1","0.25","2012",""
"52420","710399","0","0.7","2004",""
"52420","650830","0","0.7","2013",""
"52420","643884","1","1","2003",""
"52420","643018","0","1","2011",""
"52420","640577","0","0.955","2014",""
"52420","640519","0","1","2012",""
"52420","110216","1","1","2010",""
"52552","638162","0","0.4","2014",""
"52646","737072","0","0.5","2003",""
"52646","737013","0","0.02","2011","2014"
"52646","725735","1","0.145","2010","2014"
"52646","719711","0","0.02","2010",""
"52646","707674","0","0.119","2012",""
"52646","704666","0","0.033","2013",""
"52646","685228","0","0.262","2010",""
"52646","676728","0","0.5","2011",""
"52646","675660","0","0.05","2007",""
"52646","674623","0","0.03","2011",""
"52646","669848","0","0.02","2011","2013"
"52646","667595","0","0.1","2012",""
"52646","664628","0","0.101","2011","2015"
"52646","656602","0","0.039","2011",""
"52646","654546","0","0.02","2011","2013"
"52646","649916","0","0.01","2011","2015"
"52646","645337","0","0.65","2005",""
"52646","635781","0","0.078","2012",""
"52646","631203","0","0.025","2013",""
"52646","628805","0","0.2","2010","2013"
"52646","626153","0","0.1","2012",""
"52646","626071","0","0.01","2013",""
"52646","124204","1","0.5","2006",""
"52646","70893","1","0.82","2013",""
"53985","213901","1","0.2","2008",""
"55681","178498","1","0.8","2014",""
"57660","739625","0","0.24","2013",""
"57660","737535","1","0.16","2008",""
"57660","734597","1","0.128","2008",""
"57660","730019","0","0.094","2002",""
"57660","716585","0","0.016","2006",""
"57660","714978","1","0.25","2011",""
"57660","702760","0","0.119","2005",""
"57660","694769","0","0.209","2008",""
"57660","689372","0","0.1","2010",""
"57660","683179","0","0.2","2011",""
"57660","682453","0","0.167","2006",""
"57660","679143","0","0.2","1993",""
"57660","676434","0","0.07","2002",""
"57660","675616","0","0.05","2000",""
"57660","671759","0","0.171","2013",""
"57660","671107","1","0.029","2000",""
"57660","662132","0","0.143","2011",""
"57660","661024","0","0.171","2006",""
"57660","650177","0","0.03","2001",""
"57660","646652","1","0.1","2014",""
"57660","642064","1","0.025","2007",""
"57660","628628","1","0.02","2014",""
"57660","623639","1","0.012","2005",""
"57660","521076","1","0.125","2002",""
"57660","515442","1","0.071","2012",""
"57660","453177","1","0.15","2003",""
"57660","56842","1","0.1","2004",""
"57660","48336","1","0.11","2009",""
"57660","47671","1","0.23","2002",""
"58198","709876","1","0.8","2011",""
"58198","671768","1","0.6","2011",""
"58330","678897","1","0.5","2002",""
"58330","662204","1","0.51","2005","2008"
