EID,TYPECODE,FBDATE,SXENDDATE,BREAKFAITH_CNT,BREAKFAITH_FIRST_FIRST_TIME,BREAKFAITH_FIRST_END_TIME,BREAKFAITH_END_FIRST_TIME
460609,[651551],['2014-11'],['2015-07'],1,2014-11,2014-11,2015-07
159562,[  199164 29324554],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
204619,[ 2038727  2038718 97927257 97927258],['2015-07' '2015-07' '2015-07' '2015-07'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-07,2015-07,2018-01
290638,[ 1588949  1868526  1999476  1868467 99912962 99912966 96995040 93609195],"['2015-05' '2015-06' '2015-07' '2015-06' '2015-06' '2015-06' '2015-05'
 '2015-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2015-05,2015-07,2018-01
42832,[  508199 79286916],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
208720,[  912210 37901566],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
198482,[  183382 73381822],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
190290,[    8802 41030103],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
429910,[  650488   520767 83523272 85055808],['2014-11' '2014-09' '2014-09' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
288599,[652860],['2014-11'],['2018-01'],1,2014-11,2014-11,2018-01
51030,[ 2148424 44055010],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
130905,[241038],['2014-08'],['2015-07'],1,2014-08,2014-08,2015-07
243549,[ 1728181 73349299],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
323427,[  2308394   2308396 100692001],['2015-08' '2015-08' '2015-08'],['2018-01' '2018-01' '2018-01'],3,2015-08,2015-08,2018-01
65379,[ 1246585 96482443],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
474981,[1950130],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
186212,[  228261 61126330],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
42856,[  614887   286555 83465902],['2014-11' '2014-08' '2014-11'],['2018-01' '2018-01' '2018-01'],3,2014-11,2014-11,2018-01
44906,[ 2206563 92706797],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
53098,[1305789],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
282478,[  237878    19783 44414534 42226316],['2014-08' '2013-10' '2014-08' '2013-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-08,2013-10,2018-01
44912,[1102116],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
225137,[1510117],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
487286,[184076],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
386935,[  944143 92716291],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
356214,[ 1378511  1827612  1827690 28344349 24397067 24395752],['2015-03' '2015-06' '2015-06' '2015-03' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-03,2015-06,2018-01
216953,[   236891   2179257 101483186],['2014-08' '2015-08' '2015-08'],['2018-01' '2018-01' '2018-01'],3,2014-08,2015-08,2018-01
509817,[  192068 79571047],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
472956,[ 1403879 79950932],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
352124,[    5874 60754948],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
434047,[ 1176670 93815818],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
515974,[538228],['2014-09'],['2018-01'],1,2014-09,2014-09,2018-01
280458,[2232186],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
305036,[  603443   603440 79552979 79518535],['2014-10' '2014-10' '2014-10' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-10,2014-10,2018-01
501644,[ 1389532 99081901],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
40846,[ 1648590 81318715],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
366480,[2269250],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
346001,[  212995 73366059],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
323474,[  215002   207316   227545 73366583 60083341],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-08,2014-08,2018-01
69522,[ 162413 1460086],['2014-06' '2015-04'],['2018-01' '2018-01'],2,2014-06,2015-04,2018-01
151440,[    3766  2210993 99078779 60533962],['2013-10' '2015-08' '2015-08' '2013-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2013-10,2013-10,2018-01
26517,[312133],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
237464,[ 1512027 96571513],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
182169,[  924679   189041 79323023 83696044],['2014-12' '2014-06' '2014-06' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
507801,[207692],['2014-07'],['2015-07'],1,2014-07,2014-07,2015-07
384923,[2131711],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
114585,[  232487 79324501],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
77722,[217261],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
338651,[1270611 1084261 1270061 1249372],['2015-03' '2015-01' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
212895,[   11117 60087942],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
137119,[  241906 81438484],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
376739,[801874],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
376740,[2150526],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
411557,[  198667  1377307 99075536 79629089],['2014-06' '2015-03' '2015-03' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
44964,[  830583 91835514],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
167844,[185850],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
200616,"[  786595   163743    10325  1773665  1754293 79285949 21206443 21731488
 80069050]","['2014-12' '2014-06' '2013-10' '2015-06' '2015-06' '2014-12' '2015-06'
 '2015-06' '2014-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2014-12,2014-06,2018-01
161705,[  218909   192311   192369   205934 23333606],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-08,2014-08,2018-01
288685,[  754486   202611 81339735 89100373],['2014-11' '2014-07' '2014-07' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
413615,[957159 957162],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
262065,[204964],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
499635,[1247799],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
407475,[  186093 73358593],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
102327,[  162694 80348889],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
28600,[  2093105 102071854],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
4026,[206933 215658],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
163770,[ 1267648 66067750],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
190397,[  891613 89116753],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
346046,[1631990],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
231358,[ 1208716 96520504],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
118720,[ 2204426 91756817],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
321471,[1843934],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
159685,[  538031   204259 83489409 73339016],['2014-09' '2014-07' '2014-09' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-09,2014-07,2018-01
421833,[2232123],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
257996,[ 1780722 92403048],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
497615,[ 822908 1026019],['2014-12' '2015-01'],['2018-01' '2018-01'],2,2014-12,2015-01,2018-01
77777,[ 1191032 73391763],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
430035,[  753180   243065 89114871 81387719],['2014-11' '2014-08' '2014-11' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-08,2018-01
405460,[1768474],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
296917,[217511 217516 217519 217517 217585],['2014-08' '2014-08' '2014-08' '2014-08' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-08,2014-08,2018-01
298966,[ 1095073 33455169],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
6103,[ 1140051 39525799],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
249819,[ 1058348 65993530],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
100316,[ 1490577 29148544],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
12255,[  1961579 103014591],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
88034,[ 1242605 96489551],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
430053,[230048],['2014-08'],['2015-03'],1,2014-08,2014-08,2015-03
208870,[786557],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
399334,[1962945],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
116712,[  787553 89096822],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
274409,[1006663],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
466922,[  936939 14689804],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
434156,[41630],['2013-12'],['2015-07'],1,2013-12,2013-12,2015-07
370669,[2254416],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
313326,[533305],['2014-09'],['2018-01'],1,2014-09,2014-09,2018-01
514032,[  1555445   2125501   2125421  96521807 104600322],['2015-05' '2015-07' '2015-07' '2015-05' '2015-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2015-05,2015-07,2018-01
139252,[  255939 73368711],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
282612,[ 1165634 91743211],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
135158,[  136257 78276088],['2014-05' '2014-05'],['2018-01' '2018-01'],2,2014-05,2014-05,2018-01
311286,[ 1486974 90844724],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
190453,[   176422   2017248 103425176],['2014-06' '2015-07' '2015-07'],['2018-01' '2018-01' '2018-01'],3,2014-06,2015-07,2018-01
198650,[712962],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
235515,[1052965],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
399357,[1118163],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
